regime,sigma_s,xi,snr_db,aber_system,aber_system_quad,ref_spread_percent,floor_fast,floor_quad,resolved,f_H_mass,E_H_numeric,E_H_analytic,A0
weak,0.2,3.912,20,4.70130077e-01,4.70028910e-01,0.021519,4.503379e-17,3.855312e-17,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,22,4.62150956e-01,4.62050890e-01,0.021652,3.919758e-17,3.082117e-17,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,24,4.52105236e-01,4.52007530e-01,0.021611,3.553319e-17,5.030556e-17,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,26,4.39549760e-01,4.39455611e-01,0.021420,1.487849e-17,2.583849e-17,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,28,4.23902807e-01,4.23813621e-01,0.021039,9.622031e-18,1.030736e-17,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,30,4.04455355e-01,4.04371856e-01,0.020645,8.758468e-18,8.412682e-18,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,32,3.80396047e-01,3.80318726e-01,0.020326,6.094912e-19,3.679993e-18,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,34,3.50874263e-01,3.50803728e-01,0.020103,3.316248e-19,4.413618e-19,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,36,3.15140811e-01,3.15077778e-01,0.020002,2.147402e-19,1.614641e-19,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,38,2.72821575e-01,2.72767035e-01,0.019991,2.668150e-18,5.278488e-21,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,40,2.24380942e-01,2.24336127e-01,0.019973,9.983662e-20,5.721544e-18,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,42,1.71755818e-01,1.71721777e-01,0.019819,9.580677e-18,2.671981e-18,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,44,1.18905141e-01,1.18881947e-01,0.019506,3.021039e-29,1.052860e-38,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,46,7.16051771e-02,7.15915340e-02,0.019053,4.593352e-20,1.814692e-38,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,3.912,48,3.56610803e-02,3.56545104e-02,0.018423,4.082281e-21,1.332628e-18,1,0.999991,0.030668,0.030668,2.041985e-03
weak,0.2,4.888,16,4.85645300e-01,4.85545423e-01,0.020566,1.317659e-16,1.597520e-16,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,18,4.83709029e-01,4.83607204e-01,0.021051,9.043811e-17,1.111498e-16,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,20,4.80339930e-01,4.80235863e-01,0.021665,6.532944e-17,6.238960e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,22,4.75456784e-01,4.75351675e-01,0.022107,3.037110e-17,4.322181e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,24,4.68965356e-01,4.68861089e-01,0.022234,4.664493e-17,2.848076e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,26,4.60673032e-01,4.60570974e-01,0.022154,3.510144e-17,5.368496e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,28,4.50252863e-01,4.50154768e-01,0.021787,2.750918e-17,3.842917e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,30,4.37238366e-01,4.37145218e-01,0.021304,1.827700e-17,2.096979e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,32,4.21026249e-01,4.20938446e-01,0.020855,1.468314e-17,2.072893e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,34,4.00887945e-01,4.00805794e-01,0.020492,8.029442e-18,1.275070e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,36,3.75999774e-01,3.75923485e-01,0.020290,3.880389e-18,1.362902e-18,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,38,3.45514842e-01,3.45444817e-01,0.020267,2.481529e-19,4.544944e-19,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,40,3.08721203e-01,3.08658237e-01,0.020396,2.728963e-19,7.092416e-18,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,42,2.65343152e-01,2.65288728e-01,0.020511,5.415609e-19,2.072446e-18,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,44,2.16037273e-01,2.15992943e-01,0.020520,3.568651e-18,2.624908e-18,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,46,1.63040278e-01,1.63006892e-01,0.020477,1.152540e-17,1.805798e-17,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.2,4.888,48,1.10654363e-01,1.10631827e-01,0.020366,6.305530e-20,3.529606e-29,1,0.999991,0.020086,0.020086,1.307940e-03
weak,0.3,0.500,16,3.90643150e-01,2.78673095e-01,28.663002,2.218033e-25,3.790749e-26,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,18,3.64064754e-01,2.59253176e-01,28.789268,1.182297e-29,1.626999e-28,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,20,3.32167846e-01,2.35978789e-01,28.957967,4.617542e-37,1.443692e-34,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,22,2.94813506e-01,2.08777512e-01,29.183193,1.979205e-46,2.012914e-46,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,24,2.52562856e-01,1.78101828e-01,29.482177,9.694237e-54,1.871547e-55,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,26,2.06985952e-01,1.45150014e-01,29.874461,1.723808e-79,4.251932e-67,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,28,1.60752289e-01,1.11915586e-01,30.380098,3.088354e-81,4.135817e-81,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,30,1.17261299e-01,8.08902571e-02,31.017089,3.702732e-111,6.568334e-114,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,32,7.97745936e-02,5.44072418e-02,31.798785,5.648271e-158,6.687637e-154,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,34,5.04084357e-02,3.39086825e-02,32.732127,1.453488e-235,2.153665e-213,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,36,2.95697817e-02,1.95700956e-02,33.817247,1.976263e-323,2.667954e-322,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,38,1.61521076e-02,1.04910625e-02,35.048337,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,40,8.26547201e-03,5.25557672e-03,36.415286,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,42,3.99450636e-03,2.48036838e-03,37.905509,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,44,1.83968409e-03,1.11290687e-03,39.505545,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,46,8.14824157e-04,4.79098940e-04,41.202168,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.500,48,3.50032519e-04,1.99576923e-04,42.983319,0.000000e+00,0.000000e+00,1,1.000000,0.177823,0.177826,5.557049e-02
weak,0.3,0.789,16,4.14723263e-01,4.14386907e-01,0.081104,1.813511e-19,9.998645e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,18,3.93269608e-01,3.92949618e-01,0.081367,1.098860e-19,1.371861e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,20,3.66871600e-01,3.66571880e-01,0.081696,2.078353e-21,3.679232e-21,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,22,3.34807115e-01,3.34532064e-01,0.082152,9.009316e-24,1.589333e-24,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,24,2.96624693e-01,2.96379130e-01,0.082786,2.677167e-20,5.621213e-26,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,26,2.52499254e-01,2.52288012e-01,0.083661,1.023760e-19,9.683855e-20,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,28,2.03713489e-01,2.03540601e-01,0.084868,6.585973e-19,9.253986e-20,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,30,1.53088205e-01,1.52955704e-01,0.086552,5.101880e-20,3.906947e-21,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,32,1.04945148e-01,1.04851866e-01,0.088887,5.824921e-60,1.292617e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,34,6.41229935e-02,6.40639474e-02,0.092083,7.068640e-21,1.837831e-77,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,36,3.41198328e-02,3.40869445e-02,0.096391,2.456909e-19,3.682455e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,38,1.54923369e-02,1.54765225e-02,0.102079,6.931279e-160,8.861355e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,40,5.91592450e-03,5.90945027e-03,0.109437,3.658248e-213,1.283360e-21,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,42,1.88685648e-03,1.88461532e-03,0.118777,3.705431e-269,5.447615e-21,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,44,5.03329694e-04,5.02673166e-04,0.130437,5.496168e-20,9.974111e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,46,1.13290145e-04,1.13126131e-04,0.144773,0.000000e+00,4.475165e-20,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.789,48,2.18328476e-05,2.17974415e-05,0.162169,0.000000e+00,1.044305e-19,1,1.000005,0.136967,0.136967,2.231165e-02
weak,0.3,0.992,16,4.30043619e-01,4.29997692e-01,0.010680,3.706087e-18,1.538652e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,18,4.12230033e-01,4.12185898e-01,0.010706,1.896488e-18,1.883992e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,20,3.90123842e-01,3.90082182e-01,0.010679,1.294158e-19,6.383454e-20,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,22,3.62919201e-01,3.62880563e-01,0.010646,2.624620e-20,6.158522e-21,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,24,3.29869629e-01,3.29834683e-01,0.010594,2.333462e-21,5.700884e-22,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,26,2.90512151e-01,2.90481641e-01,0.010502,4.888639e-21,5.905984e-19,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,28,2.45049742e-01,2.45024352e-01,0.010361,2.197181e-18,1.322718e-21,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,30,1.94883769e-01,1.94863920e-01,0.010185,2.198526e-18,1.734828e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,32,1.43112110e-01,1.43097852e-01,0.009963,1.230762e-19,3.440045e-39,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,34,9.45128048e-02,9.45036635e-02,0.009672,2.706703e-19,4.528522e-51,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,36,5.43981946e-02,5.43931264e-02,0.009317,2.267432e-65,9.412812e-67,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,38,2.63655637e-02,2.63632231e-02,0.008878,1.815644e-83,2.355308e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,40,1.04023705e-02,1.04015034e-02,0.008335,7.084688e-22,1.133252e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,42,3.24439788e-03,3.24414791e-03,0.007705,4.988573e-18,1.184046e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,44,7.83159371e-04,7.83104419e-04,0.007017,2.208727e-18,1.618809e-18,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,46,1.44737817e-04,1.44728701e-04,0.006298,1.759528e-18,2.777694e-20,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,0.992,48,2.04797003e-05,2.04785598e-05,0.005569,8.217754e-20,0.000000e+00,1,1.000002,0.112006,0.112005,1.411404e-02
weak,0.3,1.548,16,4.59280253e-01,4.59201722e-01,0.017099,1.982834e-17,1.732147e-17,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,18,4.48658596e-01,4.48581666e-01,0.017147,7.800710e-18,3.675866e-17,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,20,4.35335202e-01,4.35260577e-01,0.017142,8.073055e-18,1.713110e-17,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,22,4.18700612e-01,4.18628837e-01,0.017142,7.231126e-18,3.386060e-18,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,24,3.98026346e-01,3.97958269e-01,0.017104,6.299026e-18,2.506785e-18,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,26,3.72496741e-01,3.72433463e-01,0.016988,6.151437e-19,8.726223e-19,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,28,3.41290439e-01,3.41233097e-01,0.016802,1.940766e-18,1.245126e-20,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,30,3.03756526e-01,3.03705984e-01,0.016639,2.137468e-19,2.189065e-19,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,32,2.59740279e-01,2.59697421e-01,0.016500,2.364302e-23,7.644743e-24,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,34,2.10097343e-01,2.10062978e-01,0.016356,4.728896e-18,2.597561e-18,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,36,1.57317130e-01,1.57291597e-01,0.016230,1.210173e-18,6.079919e-19,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,38,1.05884807e-01,1.05867779e-01,0.016081,2.953215e-18,1.523116e-19,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,40,6.16452693e-02,6.16355151e-02,0.015823,5.469612e-19,1.378281e-44,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,42,2.96041065e-02,2.95995382e-02,0.015431,9.556787e-18,4.487890e-60,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,44,1.11046752e-02,1.11030175e-02,0.014928,1.045976e-17,6.391643e-19,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,46,3.07203925e-03,3.07159914e-03,0.014326,1.115572e-18,1.968881e-17,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.548,48,5.93367364e-04,5.93286495e-04,0.013629,1.443172e-17,2.830379e-18,1,0.999993,0.065430,0.065431,5.795979e-03
weak,0.3,1.967,16,4.71825220e-01,4.71734067e-01,0.019319,3.023056e-17,6.555233e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,18,4.64436136e-01,4.64346109e-01,0.019384,2.148190e-17,3.949551e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,20,4.55051237e-01,4.54962815e-01,0.019431,2.388123e-17,2.628893e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,22,4.43267084e-01,4.43180820e-01,0.019461,2.715345e-17,2.660560e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,24,4.28546845e-01,4.28463655e-01,0.019412,8.765798e-18,1.636665e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,26,4.10223556e-01,4.10144573e-01,0.019254,3.879594e-18,1.518577e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,28,3.87517269e-01,3.87443703e-01,0.018984,3.967732e-18,1.949104e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,30,3.59586083e-01,3.59518681e-01,0.018744,3.021476e-19,8.249884e-19,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,32,3.25641660e-01,3.25581206e-01,0.018564,6.152290e-20,2.523266e-19,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,34,2.85181986e-01,2.85129433e-01,0.018428,7.690060e-21,3.193579e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,36,2.38399281e-01,2.38355518e-01,0.018357,4.603626e-18,2.789942e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,38,1.86772197e-01,1.86737989e-01,0.018315,6.282781e-18,5.766596e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,40,1.33667479e-01,1.33643155e-01,0.018197,8.407831e-18,7.077230e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,42,8.44036226e-02,8.43884793e-02,0.017942,5.734288e-22,1.096343e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,44,4.49482849e-02,4.49403917e-02,0.017560,1.547249e-51,3.909607e-44,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,46,1.91021239e-02,1.90988642e-02,0.017064,1.607016e-63,8.585321e-18,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,1.967,48,6.08447241e-03,6.08347210e-03,0.016440,1.096941e-17,1.268984e-17,1,0.999992,0.045639,0.045639,3.589709e-03
weak,0.3,2.511,16,4.80983433e-01,4.80885511e-01,0.020359,6.520206e-17,7.577758e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,18,4.76452055e-01,4.76354057e-01,0.020568,6.586902e-17,6.326611e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,20,4.70333555e-01,4.70235661e-01,0.020814,5.592093e-17,4.103597e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,22,4.62448952e-01,4.62351997e-01,0.020966,2.551834e-17,4.767184e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,24,4.52498935e-01,4.52404171e-01,0.020942,1.275555e-17,3.280456e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,26,4.40048472e-01,4.39957071e-01,0.020771,1.595933e-17,4.258251e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,28,4.24524486e-01,4.24437829e-01,0.020413,1.741019e-17,1.445600e-17,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,30,4.05225508e-01,4.05144314e-01,0.020037,9.804222e-19,7.392268e-18,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,32,3.81345751e-01,3.81270502e-01,0.019732,9.325035e-19,7.205078e-19,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,34,3.52036864e-01,3.51968150e-01,0.019519,3.069570e-19,9.897871e-19,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,36,3.16545812e-01,3.16484317e-01,0.019427,4.438655e-19,7.672547e-20,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,38,2.74483333e-01,2.74429997e-01,0.019431,2.404848e-18,7.528026e-18,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,40,2.26279715e-01,2.26235721e-01,0.019443,8.134597e-18,6.677971e-18,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,42,1.73811678e-01,1.73778060e-01,0.019341,4.005953e-18,3.195059e-18,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,44,1.20955287e-01,1.20932180e-01,0.019104,6.228292e-19,5.380845e-31,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,46,7.34136332e-02,7.33998626e-02,0.018758,6.824640e-37,9.422472e-21,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,2.511,48,3.69975438e-02,3.69907840e-02,0.018271,9.975872e-23,2.690716e-19,1,0.999992,0.030420,0.030420,2.202796e-03
weak,0.3,3.104,16,4.85340653e-01,4.85242153e-01,0.020295,1.327845e-16,1.278371e-16,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,18,4.83170179e-01,4.83069922e-01,0.020750,9.574400e-17,1.310438e-16,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,20,4.79564218e-01,4.79461974e-01,0.021320,5.722546e-17,6.637969e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,22,4.74434197e-01,4.74331126e-01,0.021725,5.132804e-17,5.482099e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,24,4.67666517e-01,4.67564421e-01,0.021831,2.893887e-17,4.757384e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,26,4.59045717e-01,4.58945933e-01,0.021737,3.314859e-17,5.844144e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,28,4.48222101e-01,4.48126333e-01,0.021366,2.700077e-17,3.028684e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,30,4.34707194e-01,4.34616396e-01,0.020887,2.451887e-17,1.483220e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,32,4.17876837e-01,4.17791412e-01,0.020443,8.634161e-18,1.374073e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,34,3.96984517e-01,3.96904800e-01,0.020081,2.403376e-18,5.996121e-18,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,36,3.71196862e-01,3.71123114e-01,0.019867,6.097664e-19,9.601702e-19,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,38,3.39677002e-01,3.39609697e-01,0.019814,3.569163e-19,1.817921e-19,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,40,3.01763278e-01,3.01703274e-01,0.019884,3.214593e-19,6.540005e-20,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,42,2.57301468e-01,2.57250233e-01,0.019913,1.483687e-17,8.140817e-18,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,44,2.07174072e-01,2.07133038e-01,0.019806,8.869393e-19,1.498848e-17,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,46,1.53951008e-01,1.53920822e-01,0.019608,7.770214e-18,8.738369e-18,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.104,48,1.02279564e-01,1.02259840e-01,0.019285,1.632262e-18,3.550883e-18,1,0.999991,0.020896,0.020896,1.441532e-03
weak,0.3,3.912,16,4.86458312e-01,4.86364764e-01,0.019230,1.402030e-16,1.896061e-16,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,18,4.86235923e-01,4.86138362e-01,0.020065,2.335608e-16,2.687488e-16,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,20,4.85159021e-01,4.85056874e-01,0.021054,1.328653e-16,1.659355e-16,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,22,4.82785670e-01,4.82680032e-01,0.021881,1.035263e-16,1.120752e-16,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,24,4.78951146e-01,4.78844274e-01,0.022314,1.189230e-16,1.217211e-16,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,26,4.73579877e-01,4.73473441e-01,0.022475,4.190251e-17,6.397700e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,28,4.66550381e-01,4.66446627e-01,0.022239,3.522136e-17,5.140577e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,30,4.57629717e-01,4.57530068e-01,0.021775,3.893332e-17,5.207761e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,32,4.46447822e-01,4.46352885e-01,0.021265,2.679347e-17,2.596611e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,34,4.32494481e-01,4.32404716e-01,0.020755,1.317649e-17,2.539427e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,36,4.15125871e-01,4.15041396e-01,0.020349,7.955558e-18,2.077659e-17,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,38,3.93579083e-01,3.93499832e-01,0.020136,1.731041e-18,3.442157e-18,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,40,3.67012370e-01,3.66938304e-01,0.020181,1.247818e-18,6.929000e-19,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,42,3.34599285e-01,3.34531252e-01,0.020333,4.661616e-19,3.067165e-19,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,44,2.95725164e-01,2.95664819e-01,0.020406,1.427039e-18,9.787636e-18,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,46,2.50346485e-01,2.50295307e-01,0.020443,2.556586e-18,5.765365e-18,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,3.912,48,1.99547530e-01,1.99506760e-01,0.020431,4.415231e-18,9.852659e-18,1,0.999991,0.013630,0.013630,9.075485e-04
weak,0.3,4.888,16,4.87807721e-01,4.87724411e-01,0.017079,2.554768e-16,3.309654e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,18,4.86582239e-01,4.86492384e-01,0.018467,1.751608e-16,2.440220e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,20,4.86447377e-01,4.86350791e-01,0.019855,1.274725e-16,2.380493e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,22,4.86150942e-01,4.86048290e-01,0.021115,1.533668e-16,2.030198e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,24,4.84888529e-01,4.84781875e-01,0.021996,9.505102e-17,1.458954e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,26,4.82282262e-01,4.82173394e-01,0.022574,1.006288e-16,1.282748e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,28,4.78197811e-01,4.78089487e-01,0.022653,9.100564e-17,1.543329e-16,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,30,4.72562575e-01,4.72456870e-01,0.022368,3.367705e-17,5.529171e-17,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,32,4.65242006e-01,4.65140010e-01,0.021923,3.398018e-17,4.748555e-17,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,34,4.55981024e-01,4.55883613e-01,0.021363,5.786149e-17,4.331554e-17,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,36,4.44386745e-01,4.44294407e-01,0.020779,2.505089e-17,3.707299e-17,1,0.999991,0.008927,0.008927,5.813064e-04
weak,0.3,4.888,38,4.29926523e-01,4.29839148e-01,0.020323,1.521982e-17,2.905868e-17,1,0.999991,0.008927,0.008927,5.813064e-04
