regime,sigma_s,xi,snr_db,aber_system,aber_system_quad,ref_spread_percent,floor_fast,floor_quad,resolved,f_H_mass,E_H_numeric,E_H_analytic,A0
weak,0.05,1.967,48,4.96753087e-21,0.00000000e+00,100.000000,2.946183e-20,5.060427e-19,0,0.999992,1.645602,1.645615,1.294337e-01
weak,0.05,2.511,16,5.11662395e-02,5.11567256e-02,0.018594,7.077235e-18,6.558062e-42,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,18,2.26189183e-02,2.26148428e-02,0.018018,1.478175e-54,1.444908e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,20,7.53296468e-03,7.53165998e-03,0.017320,9.798803e-19,7.344989e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,22,1.76371690e-03,1.76342623e-03,0.016481,2.467571e-17,2.565592e-98,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,24,2.71414999e-04,2.71372859e-04,0.015526,7.697301e-18,2.807049e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,26,2.58799506e-05,2.58761981e-05,0.014500,2.220537e-178,1.023398e-191,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,28,1.46042404e-06,1.46022806e-06,0.013419,0.000000e+00,5.519887e-19,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,30,4.73055962e-08,4.72997676e-08,0.012321,0.000000e+00,0.000000e+00,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,32,8.66287998e-10,8.66190627e-10,0.011240,1.121695e-18,1.551796e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,34,8.95577430e-12,8.95488920e-12,0.009883,2.831647e-17,1.458529e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,36,5.27882523e-14,5.27912039e-14,0.005591,2.953818e-18,1.328308e-22,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,38,1.85290629e-16,1.81011462e-16,2.309435,3.237412e-21,6.131863e-19,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,40,2.46390647e-18,0.00000000e+00,100.000000,4.411569e-20,6.053151e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,42,1.43412449e-18,0.00000000e+00,100.000000,8.007162e-20,6.324449e-18,1,0.999992,1.095730,1.095738,7.934519e-02
weak,0.05,2.511,44,0.00000000e+00,0.00000000e+00,nan,2.477352e-18,4.235923e-18,0,0.999992,1.095730,1.095738,7.934519e-02
