regime,sigma_s,xi,snr_db,A0,z,ladder_K,admissible
strong,0.1,3.912,24,8.167981e-03,14.4203,-1,0
strong,0.1,3.912,26,8.167981e-03,11.4544,-1,0
strong,0.1,3.912,28,8.167981e-03,9.0986,-1,0
strong,0.1,3.912,30,8.167981e-03,7.2273,20,1
strong,0.1,3.912,32,8.167981e-03,5.7408,20,1
strong,0.1,3.912,34,8.167981e-03,4.5601,20,1
strong,0.1,3.912,36,8.167981e-03,3.6222,20,1
strong,0.1,3.912,38,8.167981e-03,2.8772,20,1
strong,0.1,3.912,40,8.167981e-03,2.2855,20,1
strong,0.1,3.912,42,8.167981e-03,1.8154,10,1
strong,0.1,3.912,44,8.167981e-03,1.4420,10,1
strong,0.1,3.912,46,8.167981e-03,1.1454,10,1
strong,0.1,3.912,48,8.167981e-03,0.9099,10,1
strong,0.1,3.912,50,8.167981e-03,0.7227,10,1
strong,0.1,4.888,20,5.231769e-03,35.6813,-1,0
strong,0.1,4.888,22,5.231769e-03,28.3426,-1,0
strong,0.1,4.888,24,5.231769e-03,22.5134,-1,0
strong,0.1,4.888,26,5.231769e-03,17.8830,-1,0
strong,0.1,4.888,28,5.231769e-03,14.2050,-1,0
strong,0.1,4.888,30,5.231769e-03,11.2834,-1,0
strong,0.1,4.888,32,5.231769e-03,8.9627,-1,0
strong,0.1,4.888,34,5.231769e-03,7.1193,20,1
strong,0.1,4.888,36,5.231769e-03,5.6551,20,1
strong,0.1,4.888,38,5.231769e-03,4.4920,20,1
strong,0.1,4.888,40,5.231769e-03,3.5681,20,1
strong,0.1,4.888,42,5.231769e-03,2.8343,20,1
strong,0.1,4.888,44,5.231769e-03,2.2513,20,1
strong,0.1,4.888,46,5.231769e-03,1.7883,10,1
strong,0.1,4.888,48,5.231769e-03,1.4205,10,1
strong,0.1,4.888,50,5.231769e-03,1.1283,10,1
strong,0.2,0.5,20,1.251839e-01,1.4912,10,1
strong,0.2,0.5,22,1.251839e-01,1.1845,10,1
strong,0.2,0.5,24,1.251839e-01,0.9409,10,1
strong,0.2,0.5,26,1.251839e-01,0.7474,10,1
strong,0.2,0.5,28,1.251839e-01,0.5937,10,1
strong,0.2,0.5,30,1.251839e-01,0.4716,5,1
strong,0.2,0.5,32,1.251839e-01,0.3746,5,1
strong,0.2,0.5,34,1.251839e-01,0.2975,5,1
strong,0.2,0.5,36,1.251839e-01,0.2363,5,1
strong,0.2,0.5,38,1.251839e-01,0.1877,5,1
strong,0.2,0.5,40,1.251839e-01,0.1491,5,1
strong,0.2,0.5,42,1.251839e-01,0.1185,5,1
strong,0.2,0.5,44,1.251839e-01,0.0941,5,1
strong,0.2,0.5,46,1.251839e-01,0.0747,5,1
strong,0.2,0.5,48,1.251839e-01,0.0594,5,1
strong,0.2,0.5,50,1.251839e-01,0.0472,5,1
strong,0.2,0.628,20,7.928196e-02,2.3546,20,1
strong,0.2,0.628,22,7.928196e-02,1.8703,10,1
strong,0.2,0.628,24,7.928196e-02,1.4856,10,1
strong,0.2,0.628,26,7.928196e-02,1.1801,10,1
strong,0.2,0.628,28,7.928196e-02,0.9374,10,1
strong,0.2,0.628,30,7.928196e-02,0.7446,10,1
strong,0.2,0.628,32,7.928196e-02,0.5914,10,1
strong,0.2,0.628,34,7.928196e-02,0.4698,5,1
strong,0.2,0.628,36,7.928196e-02,0.3732,5,1
strong,0.2,0.628,38,7.928196e-02,0.2964,5,1
strong,0.2,0.628,40,7.928196e-02,0.2355,5,1
strong,0.2,0.628,42,7.928196e-02,0.1870,5,1
strong,0.2,0.628,44,7.928196e-02,0.1486,5,1
strong,0.2,0.628,46,7.928196e-02,0.1180,5,1
strong,0.2,0.628,48,7.928196e-02,0.0937,5,1
strong,0.2,0.628,50,7.928196e-02,0.0745,5,1
strong,0.2,0.789,20,5.021007e-02,3.7179,20,1
strong,0.2,0.789,22,5.021007e-02,2.9532,20,1
strong,0.2,0.789,24,5.021007e-02,2.3458,20,1
strong,0.2,0.789,26,5.021007e-02,1.8634,10,1
strong,0.2,0.789,28,5.021007e-02,1.4801,10,1
strong,0.2,0.789,30,5.021007e-02,1.1757,10,1
strong,0.2,0.789,32,5.021007e-02,0.9339,10,1
strong,0.2,0.789,34,5.021007e-02,0.7418,10,1
strong,0.2,0.789,36,5.021007e-02,0.5892,10,1
strong,0.2,0.789,38,5.021007e-02,0.4681,5,1
strong,0.2,0.789,40,5.021007e-02,0.3718,5,1
strong,0.2,0.789,42,5.021007e-02,0.2953,5,1
strong,0.2,0.789,44,5.021007e-02,0.2346,5,1
strong,0.2,0.789,46,5.021007e-02,0.1863,5,1
strong,0.2,0.789,48,5.021007e-02,0.1480,5,1
strong,0.2,0.789,50,5.021007e-02,0.1176,5,1
strong,0.2,0.992,20,3.175879e-02,5.8779,20,1
strong,0.2,0.992,22,3.175879e-02,4.6690,20,1
strong,0.2,0.992,24,3.175879e-02,3.7087,20,1
strong,0.2,0.992,26,3.175879e-02,2.9459,20,1
strong,0.2,0.992,28,3.175879e-02,2.3400,20,1
strong,0.2,0.992,30,3.175879e-02,1.8588,10,1
strong,0.2,0.992,32,3.175879e-02,1.4765,10,1
strong,0.2,0.992,34,3.175879e-02,1.1728,10,1
strong,0.2,0.992,36,3.175879e-02,0.9316,10,1
strong,0.2,0.992,38,3.175879e-02,0.7400,10,1
strong,0.2,0.992,40,3.175879e-02,0.5878,10,1
strong,0.2,0.992,42,3.175879e-02,0.4669,5,1
strong,0.2,0.992,44,3.175879e-02,0.3709,5,1
strong,0.2,0.992,46,3.175879e-02,0.2946,5,1
strong,0.2,0.992,48,3.175879e-02,0.2340,5,1
strong,0.2,0.992,50,3.175879e-02,0.1859,5,1
strong,0.2,1.266,20,1.949829e-02,9.5740,-1,0
strong,0.2,1.266,22,1.949829e-02,7.6049,20,1
strong,0.2,1.266,24,1.949829e-02,6.0408,20,1
strong,0.2,1.266,26,1.949829e-02,4.7984,20,1
strong,0.2,1.266,28,1.949829e-02,3.8115,20,1
strong,0.2,1.266,30,1.949829e-02,3.0276,20,1
strong,0.2,1.266,32,1.949829e-02,2.4049,20,1
strong,0.2,1.266,34,1.949829e-02,1.9103,10,1
strong,0.2,1.266,36,1.949829e-02,1.5174,10,1
strong,0.2,1.266,38,1.949829e-02,1.2053,10,1
strong,0.2,1.266,40,1.949829e-02,0.9574,10,1
strong,0.2,1.266,42,1.949829e-02,0.7605,10,1
strong,0.2,1.266,44,1.949829e-02,0.6041,10,1
strong,0.2,1.266,46,1.949829e-02,0.4798,5,1
strong,0.2,1.266,48,1.949829e-02,0.3811,5,1
strong,0.2,1.266,50,1.949829e-02,0.3028,5,1
strong,0.2,1.548,20,1.304110e-02,14.3144,-1,0
strong,0.2,1.548,22,1.304110e-02,11.3704,-1,0
strong,0.2,1.548,24,1.304110e-02,9.0318,-1,0
strong,0.2,1.548,26,1.304110e-02,7.1742,20,1
strong,0.2,1.548,28,1.304110e-02,5.6987,20,1
strong,0.2,1.548,30,1.304110e-02,4.5266,20,1
strong,0.2,1.548,32,1.304110e-02,3.5956,20,1
strong,0.2,1.548,34,1.304110e-02,2.8561,20,1
strong,0.2,1.548,36,1.304110e-02,2.2687,20,1
strong,0.2,1.548,38,1.304110e-02,1.8021,10,1
strong,0.2,1.548,40,1.304110e-02,1.4314,10,1
strong,0.2,1.548,42,1.304110e-02,1.1370,10,1
strong,0.2,1.548,44,1.304110e-02,0.9032,10,1
strong,0.2,1.548,46,1.304110e-02,0.7174,10,1
strong,0.2,1.548,48,1.304110e-02,0.5699,10,1
strong,0.2,1.548,50,1.304110e-02,0.4527,5,1
strong,0.2,1.967,20,8.076880e-03,23.1124,-1,0
strong,0.2,1.967,22,8.076880e-03,18.3588,-1,0
strong,0.2,1.967,24,8.076880e-03,14.5829,-1,0
strong,0.2,1.967,26,8.076880e-03,11.5836,-1,0
strong,0.2,1.967,28,8.076880e-03,9.2012,-1,0
strong,0.2,1.967,30,8.076880e-03,7.3088,20,1
strong,0.2,1.967,32,8.076880e-03,5.8056,20,1
strong,0.2,1.967,34,8.076880e-03,4.6115,20,1
strong,0.2,1.967,36,8.076880e-03,3.6631,20,1
strong,0.2,1.967,38,8.076880e-03,2.9097,20,1
strong,0.2,1.967,40,8.076880e-03,2.3112,20,1
strong,0.2,1.967,42,8.076880e-03,1.8359,10,1
strong,0.2,1.967,44,8.076880e-03,1.4583,10,1
strong,0.2,1.967,46,8.076880e-03,1.1584,10,1
strong,0.2,1.967,48,8.076880e-03,0.9201,10,1
strong,0.2,1.967,50,8.076880e-03,0.7309,10,1
strong,0.2,2.511,20,4.956299e-03,37.6644,-1,0
strong,0.2,2.511,22,4.956299e-03,29.9179,-1,0
strong,0.2,2.511,24,4.956299e-03,23.7647,-1,0
strong,0.2,2.511,26,4.956299e-03,18.8769,-1,0
strong,0.2,2.511,28,4.956299e-03,14.9945,-1,0
strong,0.2,2.511,30,4.956299e-03,11.9105,-1,0
strong,0.2,2.511,32,4.956299e-03,9.4609,-1,0
strong,0.2,2.511,34,4.956299e-03,7.5150,20,1
strong,0.2,2.511,36,4.956299e-03,5.9694,20,1
strong,0.2,2.511,38,4.956299e-03,4.7417,20,1
strong,0.2,2.511,40,4.956299e-03,3.7664,20,1
strong,0.2,2.511,42,4.956299e-03,2.9918,20,1
strong,0.2,2.511,44,4.956299e-03,2.3765,20,1
strong,0.2,2.511,46,4.956299e-03,1.8877,10,1
strong,0.2,2.511,48,4.956299e-03,1.4994,10,1
strong,0.2,2.511,50,4.956299e-03,1.1911,10,1
strong,0.2,3.104,20,3.243448e-03,57.5549,-1,0
strong,0.2,3.104,22,3.243448e-03,45.7174,-1,0
strong,0.2,3.104,24,3.243448e-03,36.3147,-1,0
strong,0.2,3.104,26,3.243448e-03,28.8458,-1,0
strong,0.2,3.104,28,3.243448e-03,22.9130,-1,0
strong,0.2,3.104,30,3.243448e-03,18.2004,-1,0
strong,0.2,3.104,32,3.243448e-03,14.4571,-1,0
strong,0.2,3.104,34,3.243448e-03,11.4837,-1,0
strong,0.2,3.104,36,3.243448e-03,9.1218,-1,0
strong,0.2,3.104,38,3.243448e-03,7.2457,20,1
strong,0.2,3.104,40,3.243448e-03,5.7555,20,1
strong,0.2,3.104,42,3.243448e-03,4.5717,20,1
strong,0.2,3.104,44,3.243448e-03,3.6315,20,1
strong,0.2,3.104,46,3.243448e-03,2.8846,20,1
strong,0.2,3.104,48,3.243448e-03,2.2913,20,1
strong,0.2,3.104,50,3.243448e-03,1.8200,10,1
strong,0.2,3.912,20,2.041985e-03,91.4190,-1,0
strong,0.2,3.912,22,2.041985e-03,72.6167,-1,0
strong,0.2,3.912,24,2.041985e-03,57.6815,-1,0
strong,0.2,3.912,26,2.041985e-03,45.8180,-1,0
strong,0.2,3.912,28,2.041985e-03,36.3946,-1,0
strong,0.2,3.912,30,2.041985e-03,28.9092,-1,0
strong,0.2,3.912,32,2.041985e-03,22.9634,-1,0
strong,0.2,3.912,34,2.041985e-03,18.2405,-1,0
strong,0.2,3.912,36,2.041985e-03,14.4889,-1,0
strong,0.2,3.912,38,2.041985e-03,11.5090,-1,0
strong,0.2,3.912,40,2.041985e-03,9.1419,-1,0
strong,0.2,3.912,42,2.041985e-03,7.2617,20,1
strong,0.2,3.912,44,2.041985e-03,5.7681,20,1
strong,0.2,3.912,46,2.041985e-03,4.5818,20,1
strong,0.2,3.912,48,2.041985e-03,3.6395,20,1
strong,0.2,3.912,50,2.041985e-03,2.8909,20,1
strong,0.2,4.888,20,1.307940e-03,142.7254,-1,0
strong,0.2,4.888,22,1.307940e-03,113.3708,-1,0
strong,0.2,4.888,24,1.307940e-03,90.0536,-1,0
strong,0.2,4.888,26,1.307940e-03,71.5321,-1,0
strong,0.2,4.888,28,1.307940e-03,56.8200,-1,0
strong,0.2,4.888,30,1.307940e-03,45.1337,-1,0
strong,0.2,4.888,32,1.307940e-03,35.8510,-1,0
strong,0.2,4.888,34,1.307940e-03,28.4775,-1,0
strong,0.2,4.888,36,1.307940e-03,22.6205,-1,0
strong,0.2,4.888,38,1.307940e-03,17.9681,-1,0
strong,0.2,4.888,40,1.307940e-03,14.2725,-1,0
strong,0.2,4.888,42,1.307940e-03,11.3371,-1,0
strong,0.2,4.888,44,1.307940e-03,9.0054,-1,0
strong,0.2,4.888,46,1.307940e-03,7.1532,20,1
strong,0.2,4.888,48,1.307940e-03,5.6820,20,1
strong,0.2,4.888,50,1.307940e-03,4.5134,20,1
strong,0.3,0.5,20,5.557049e-02,3.3593,20,1
strong,0.3,0.5,22,5.557049e-02,2.6684,20,1
strong,0.3,0.5,24,5.557049e-02,2.1196,20,1
strong,0.3,0.5,26,5.557049e-02,1.6836,10,1
strong,0.3,0.5,28,5.557049e-02,1.3373,10,1
strong,0.3,0.5,30,5.557049e-02,1.0623,10,1
strong,0.3,0.5,32,5.557049e-02,0.8438,10,1
strong,0.3,0.5,34,5.557049e-02,0.6703,10,1
strong,0.3,0.5,36,5.557049e-02,0.5324,10,1
strong,0.3,0.5,38,5.557049e-02,0.4229,5,1
strong,0.3,0.5,40,5.557049e-02,0.3359,5,1
strong,0.3,0.5,42,5.557049e-02,0.2668,5,1
strong,0.3,0.5,44,5.557049e-02,0.2120,5,1
strong,0.3,0.5,46,5.557049e-02,0.1684,5,1
strong,0.3,0.5,48,5.557049e-02,0.1337,5,1
strong,0.3,0.5,50,5.557049e-02,0.1062,5,1
strong,0.3,0.628,20,3.522039e-02,5.3002,20,1
strong,0.3,0.628,22,3.522039e-02,4.2101,20,1
strong,0.3,0.628,24,3.522039e-02,3.3442,20,1
strong,0.3,0.628,26,3.522039e-02,2.6564,20,1
strong,0.3,0.628,28,3.522039e-02,2.1101,20,1
strong,0.3,0.628,30,3.522039e-02,1.6761,10,1
strong,0.3,0.628,32,3.522039e-02,1.3314,10,1
strong,0.3,0.628,34,3.522039e-02,1.0575,10,1
strong,0.3,0.628,36,3.522039e-02,0.8400,10,1
strong,0.3,0.628,38,3.522039e-02,0.6673,10,1
strong,0.3,0.628,40,3.522039e-02,0.5300,10,1
strong,0.3,0.628,42,3.522039e-02,0.4210,5,1
strong,0.3,0.628,44,3.522039e-02,0.3344,5,1
strong,0.3,0.628,46,3.522039e-02,0.2656,5,1
strong,0.3,0.628,48,3.522039e-02,0.2110,5,1
strong,0.3,0.628,50,3.522039e-02,0.1676,5,1
strong,0.3,0.789,20,2.231165e-02,8.3668,-1,0
strong,0.3,0.789,22,2.231165e-02,6.6460,20,1
strong,0.3,0.789,24,2.231165e-02,5.2791,20,1
strong,0.3,0.789,26,2.231165e-02,4.1933,20,1
strong,0.3,0.789,28,2.231165e-02,3.3309,20,1
strong,0.3,0.789,30,2.231165e-02,2.6458,20,1
strong,0.3,0.789,32,2.231165e-02,2.1016,20,1
strong,0.3,0.789,34,2.231165e-02,1.6694,10,1
strong,0.3,0.789,36,2.231165e-02,1.3260,10,1
strong,0.3,0.789,38,2.231165e-02,1.0533,10,1
strong,0.3,0.789,40,2.231165e-02,0.8367,10,1
strong,0.3,0.789,42,2.231165e-02,0.6646,10,1
strong,0.3,0.789,44,2.231165e-02,0.5279,10,1
strong,0.3,0.789,46,2.231165e-02,0.4193,5,1
strong,0.3,0.789,48,2.231165e-02,0.3331,5,1
strong,0.3,0.789,50,2.231165e-02,0.2646,5,1
strong,0.3,0.992,20,1.411404e-02,13.2263,-1,0
strong,0.3,0.992,22,1.411404e-02,10.5060,-1,0
strong,0.3,0.992,24,1.411404e-02,8.3452,-1,0
strong,0.3,0.992,26,1.411404e-02,6.6288,20,1
strong,0.3,0.992,28,1.411404e-02,5.2655,20,1
strong,0.3,0.992,30,1.411404e-02,4.1825,20,1
strong,0.3,0.992,32,1.411404e-02,3.3223,20,1
strong,0.3,0.992,34,1.411404e-02,2.6390,20,1
strong,0.3,0.992,36,1.411404e-02,2.0962,20,1
strong,0.3,0.992,38,1.411404e-02,1.6651,10,1
strong,0.3,0.992,40,1.411404e-02,1.3226,10,1
strong,0.3,0.992,42,1.411404e-02,1.0506,10,1
strong,0.3,0.992,44,1.411404e-02,0.8345,10,1
strong,0.3,0.992,46,1.411404e-02,0.6629,10,1
strong,0.3,0.992,48,1.411404e-02,0.5265,10,1
strong,0.3,0.992,50,1.411404e-02,0.4183,5,1
strong,0.3,1.266,20,8.665683e-03,21.5420,-1,0
strong,0.3,1.266,22,8.665683e-03,17.1114,-1,0
strong,0.3,1.266,24,8.665683e-03,13.5921,-1,0
strong,0.3,1.266,26,8.665683e-03,10.7966,-1,0
strong,0.3,1.266,28,8.665683e-03,8.5760,-1,0
strong,0.3,1.266,30,8.665683e-03,6.8122,20,1
strong,0.3,1.266,32,8.665683e-03,5.4111,20,1
strong,0.3,1.266,34,8.665683e-03,4.2982,20,1
strong,0.3,1.266,36,8.665683e-03,3.4142,20,1
strong,0.3,1.266,38,8.665683e-03,2.7120,20,1
strong,0.3,1.266,40,8.665683e-03,2.1542,20,1
strong,0.3,1.266,42,8.665683e-03,1.7111,10,1
strong,0.3,1.266,44,8.665683e-03,1.3592,10,1
strong,0.3,1.266,46,8.665683e-03,1.0797,10,1
strong,0.3,1.266,48,8.665683e-03,0.8576,10,1
strong,0.3,1.266,50,8.665683e-03,0.6812,10,1
strong,0.3,1.548,20,5.795979e-03,32.2079,-1,0
strong,0.3,1.548,22,5.795979e-03,25.5836,-1,0
strong,0.3,1.548,24,5.795979e-03,20.3218,-1,0
strong,0.3,1.548,26,5.795979e-03,16.1422,-1,0
strong,0.3,1.548,28,5.795979e-03,12.8222,-1,0
strong,0.3,1.548,30,5.795979e-03,10.1850,-1,0
strong,0.3,1.548,32,5.795979e-03,8.0903,-1,0
strong,0.3,1.548,34,5.795979e-03,6.4263,20,1
strong,0.3,1.548,36,5.795979e-03,5.1046,20,1
strong,0.3,1.548,38,5.795979e-03,4.0547,20,1
strong,0.3,1.548,40,5.795979e-03,3.2208,20,1
strong,0.3,1.548,42,5.795979e-03,2.5584,20,1
strong,0.3,1.548,44,5.795979e-03,2.0322,20,1
strong,0.3,1.548,46,5.795979e-03,1.6142,10,1
strong,0.3,1.548,48,5.795979e-03,1.2822,10,1
strong,0.3,1.548,50,5.795979e-03,1.0185,10,1
strong,0.3,1.967,20,3.589709e-03,52.0032,-1,0
strong,0.3,1.967,22,3.589709e-03,41.3076,-1,0
strong,0.3,1.967,24,3.589709e-03,32.8118,-1,0
strong,0.3,1.967,26,3.589709e-03,26.0633,-1,0
strong,0.3,1.967,28,3.589709e-03,20.7028,-1,0
strong,0.3,1.967,30,3.589709e-03,16.4448,-1,0
strong,0.3,1.967,32,3.589709e-03,13.0626,-1,0
strong,0.3,1.967,34,3.589709e-03,10.3760,-1,0
strong,0.3,1.967,36,3.589709e-03,8.2419,-1,0
strong,0.3,1.967,38,3.589709e-03,6.5468,20,1
strong,0.3,1.967,40,3.589709e-03,5.2003,20,1
strong,0.3,1.967,42,3.589709e-03,4.1308,20,1
strong,0.3,1.967,44,3.589709e-03,3.2812,20,1
strong,0.3,1.967,46,3.589709e-03,2.6063,20,1
strong,0.3,1.967,48,3.589709e-03,2.0703,20,1
strong,0.3,1.967,50,3.589709e-03,1.6445,10,1
strong,0.3,2.511,20,2.202796e-03,84.7451,-1,0
strong,0.3,2.511,22,2.202796e-03,67.3154,-1,0
strong,0.3,2.511,24,2.202796e-03,53.4706,-1,0
strong,0.3,2.511,26,2.202796e-03,42.4732,-1,0
strong,0.3,2.511,28,2.202796e-03,33.7376,-1,0
strong,0.3,2.511,30,2.202796e-03,26.7988,-1,0
strong,0.3,2.511,32,2.202796e-03,21.2870,-1,0
strong,0.3,2.511,34,2.202796e-03,16.9089,-1,0
strong,0.3,2.511,36,2.202796e-03,13.4312,-1,0
strong,0.3,2.511,38,2.202796e-03,10.6688,-1,0
strong,0.3,2.511,40,2.202796e-03,8.4745,-1,0
strong,0.3,2.511,42,2.202796e-03,6.7315,20,1
strong,0.3,2.511,44,2.202796e-03,5.3471,20,1
strong,0.3,2.511,46,2.202796e-03,4.2473,20,1
strong,0.3,2.511,48,2.202796e-03,3.3738,20,1
strong,0.3,2.511,50,2.202796e-03,2.6799,20,1
strong,0.3,3.104,20,1.441532e-03,129.4985,-1,0
strong,0.3,3.104,22,1.441532e-03,102.8643,-1,0
strong,0.3,3.104,24,1.441532e-03,81.7080,-1,0
strong,0.3,3.104,26,1.441532e-03,64.9030,-1,0
strong,0.3,3.104,28,1.441532e-03,51.5543,-1,0
strong,0.3,3.104,30,1.441532e-03,40.9510,-1,0
strong,0.3,3.104,32,1.441532e-03,32.5286,-1,0
strong,0.3,3.104,34,1.441532e-03,25.8383,-1,0
strong,0.3,3.104,36,1.441532e-03,20.5241,-1,0
strong,0.3,3.104,38,1.441532e-03,16.3029,-1,0
strong,0.3,3.104,40,1.441532e-03,12.9499,-1,0
strong,0.3,3.104,42,1.441532e-03,10.2864,-1,0
strong,0.3,3.104,44,1.441532e-03,8.1708,-1,0
strong,0.3,3.104,46,1.441532e-03,6.4903,20,1
strong,0.3,3.104,48,1.441532e-03,5.1554,20,1
strong,0.3,3.104,50,1.441532e-03,4.0951,20,1
strong,0.3,3.912,20,9.075485e-04,205.6928,-1,0
strong,0.3,3.912,22,9.075485e-04,163.3876,-1,0
strong,0.3,3.912,24,9.075485e-04,129.7834,-1,0
strong,0.3,3.912,26,9.075485e-04,103.0906,-1,0
strong,0.3,3.912,28,9.075485e-04,81.8878,-1,0
strong,0.3,3.912,30,9.075485e-04,65.0458,-1,0
strong,0.3,3.912,32,9.075485e-04,51.6677,-1,0
strong,0.3,3.912,34,9.075485e-04,41.0411,-1,0
strong,0.3,3.912,36,9.075485e-04,32.6001,-1,0
strong,0.3,3.912,38,9.075485e-04,25.8952,-1,0
strong,0.3,3.912,40,9.075485e-04,20.5693,-1,0
strong,0.3,3.912,42,9.075485e-04,16.3388,-1,0
strong,0.3,3.912,44,9.075485e-04,12.9783,-1,0
strong,0.3,3.912,46,9.075485e-04,10.3091,-1,0
strong,0.3,3.912,48,9.075485e-04,8.1888,-1,0
strong,0.3,3.912,50,9.075485e-04,6.5046,20,1
strong,0.3,4.888,20,5.813064e-04,321.1322,-1,0
strong,0.3,4.888,22,5.813064e-04,255.0843,-1,0
strong,0.3,4.888,24,5.813064e-04,202.6207,-1,0
strong,0.3,4.888,26,5.813064e-04,160.9473,-1,0
strong,0.3,4.888,28,5.813064e-04,127.8450,-1,0
strong,0.3,4.888,30,5.813064e-04,101.5509,-1,0
strong,0.3,4.888,32,5.813064e-04,80.6648,-1,0
strong,0.3,4.888,34,5.813064e-04,64.0743,-1,0
strong,0.3,4.888,36,5.813064e-04,50.8960,-1,0
strong,0.3,4.888,38,5.813064e-04,40.4281,-1,0
strong,0.3,4.888,40,5.813064e-04,32.1132,-1,0
strong,0.3,4.888,42,5.813064e-04,25.5084,-1,0
strong,0.3,4.888,44,5.813064e-04,20.2621,-1,0
strong,0.3,4.888,46,5.813064e-04,16.0947,-1,0
strong,0.3,4.888,48,5.813064e-04,12.7845,-1,0
strong,0.3,4.888,50,5.813064e-04,10.1551,-1,0
