regime,sigma_s,xi,snr_db,A0,z,ladder_K,admissible
weak,0.2,3.912,40,2.041985e-03,87.2636,-1,0
weak,0.2,3.912,42,2.041985e-03,69.3159,-1,0
weak,0.2,3.912,44,2.041985e-03,55.0596,-1,0
weak,0.2,3.912,46,2.041985e-03,43.7354,-1,0
weak,0.2,3.912,48,2.041985e-03,34.7403,-1,0
weak,0.2,3.912,50,2.041985e-03,27.5952,-1,0
weak,0.2,4.888,20,1.307940e-03,1362.3787,-1,0
weak,0.2,4.888,22,1.307940e-03,1082.1759,-1,0
weak,0.2,4.888,24,1.307940e-03,859.6029,-1,0
weak,0.2,4.888,26,1.307940e-03,682.8068,-1,0
weak,0.2,4.888,28,1.307940e-03,542.3727,-1,0
weak,0.2,4.888,30,1.307940e-03,430.8220,-1,0
weak,0.2,4.888,32,1.307940e-03,342.2141,-1,0
weak,0.2,4.888,34,1.307940e-03,271.8303,-1,0
weak,0.2,4.888,36,1.307940e-03,215.9225,-1,0
weak,0.2,4.888,38,1.307940e-03,171.5133,-1,0
weak,0.2,4.888,40,1.307940e-03,136.2379,-1,0
weak,0.2,4.888,42,1.307940e-03,108.2176,-1,0
weak,0.2,4.888,44,1.307940e-03,85.9603,-1,0
weak,0.2,4.888,46,1.307940e-03,68.2807,-1,0
weak,0.2,4.888,48,1.307940e-03,54.2373,-1,0
weak,0.2,4.888,50,1.307940e-03,43.0822,-1,0
weak,0.3,0.5,20,5.557049e-02,32.0657,-1,0
weak,0.3,0.5,22,5.557049e-02,25.4707,-1,0
weak,0.3,0.5,24,5.557049e-02,20.2321,-1,0
weak,0.3,0.5,26,5.557049e-02,16.0709,-1,0
weak,0.3,0.5,28,5.557049e-02,12.7656,-1,0
weak,0.3,0.5,30,5.557049e-02,10.1401,-1,0
weak,0.3,0.5,32,5.557049e-02,8.0546,-1,0
weak,0.3,0.5,34,5.557049e-02,6.3980,20,1
weak,0.3,0.5,36,5.557049e-02,5.0821,20,1
weak,0.3,0.5,38,5.557049e-02,4.0368,20,1
weak,0.3,0.5,40,5.557049e-02,3.2066,20,1
weak,0.3,0.5,42,5.557049e-02,2.5471,20,1
weak,0.3,0.5,44,5.557049e-02,2.0232,20,1
weak,0.3,0.5,46,5.557049e-02,1.6071,10,1
weak,0.3,0.5,48,5.557049e-02,1.2766,10,1
weak,0.3,0.5,50,5.557049e-02,1.0140,10,1
weak,0.3,0.628,20,3.522039e-02,50.5931,-1,0
weak,0.3,0.628,22,3.522039e-02,40.1875,-1,0
weak,0.3,0.628,24,3.522039e-02,31.9221,-1,0
weak,0.3,0.628,26,3.522039e-02,25.3566,-1,0
weak,0.3,0.628,28,3.522039e-02,20.1415,-1,0
weak,0.3,0.628,30,3.522039e-02,15.9989,-1,0
weak,0.3,0.628,32,3.522039e-02,12.7084,-1,0
weak,0.3,0.628,34,3.522039e-02,10.0947,-1,0
weak,0.3,0.628,36,3.522039e-02,8.0185,-1,0
weak,0.3,0.628,38,3.522039e-02,6.3693,20,1
weak,0.3,0.628,40,3.522039e-02,5.0593,20,1
weak,0.3,0.628,42,3.522039e-02,4.0188,20,1
weak,0.3,0.628,44,3.522039e-02,3.1922,20,1
weak,0.3,0.628,46,3.522039e-02,2.5357,20,1
weak,0.3,0.628,48,3.522039e-02,2.0141,20,1
weak,0.3,0.628,50,3.522039e-02,1.5999,10,1
weak,0.3,0.789,20,2.231165e-02,79.8645,-1,0
weak,0.3,0.789,22,2.231165e-02,63.4386,-1,0
weak,0.3,0.789,24,2.231165e-02,50.3911,-1,0
weak,0.3,0.789,26,2.231165e-02,40.0271,-1,0
weak,0.3,0.789,28,2.231165e-02,31.7946,-1,0
weak,0.3,0.789,30,2.231165e-02,25.2554,-1,0
weak,0.3,0.789,32,2.231165e-02,20.0611,-1,0
weak,0.3,0.789,34,2.231165e-02,15.9351,-1,0
weak,0.3,0.789,36,2.231165e-02,12.6577,-1,0
weak,0.3,0.789,38,2.231165e-02,10.0543,-1,0
weak,0.3,0.789,40,2.231165e-02,7.9865,20,1
weak,0.3,0.789,42,2.231165e-02,6.3439,20,1
weak,0.3,0.789,44,2.231165e-02,5.0391,20,1
weak,0.3,0.789,46,2.231165e-02,4.0027,20,1
weak,0.3,0.789,48,2.231165e-02,3.1795,20,1
weak,0.3,0.789,50,2.231165e-02,2.5255,20,1
weak,0.3,0.992,20,1.411404e-02,126.2508,-1,0
weak,0.3,0.992,22,1.411404e-02,100.2846,-1,0
weak,0.3,0.992,24,1.411404e-02,79.6589,-1,0
weak,0.3,0.992,26,1.411404e-02,63.2753,-1,0
weak,0.3,0.992,28,1.411404e-02,50.2614,-1,0
weak,0.3,0.992,30,1.411404e-02,39.9240,-1,0
weak,0.3,0.992,32,1.411404e-02,31.7128,-1,0
weak,0.3,0.992,34,1.411404e-02,25.1903,-1,0
weak,0.3,0.992,36,1.411404e-02,20.0094,-1,0
weak,0.3,0.992,38,1.411404e-02,15.8940,-1,0
weak,0.3,0.992,40,1.411404e-02,12.6251,-1,0
weak,0.3,0.992,42,1.411404e-02,10.0285,-1,0
weak,0.3,0.992,44,1.411404e-02,7.9659,20,1
weak,0.3,0.992,46,1.411404e-02,6.3275,20,1
weak,0.3,0.992,48,1.411404e-02,5.0261,20,1
weak,0.3,0.992,50,1.411404e-02,3.9924,20,1
weak,0.3,1.266,20,8.665683e-03,205.6282,-1,0
weak,0.3,1.266,22,8.665683e-03,163.3363,-1,0
weak,0.3,1.266,24,8.665683e-03,129.7426,-1,0
weak,0.3,1.266,26,8.665683e-03,103.0582,-1,0
weak,0.3,1.266,28,8.665683e-03,81.8621,-1,0
weak,0.3,1.266,30,8.665683e-03,65.0254,-1,0
weak,0.3,1.266,32,8.665683e-03,51.6515,-1,0
weak,0.3,1.266,34,8.665683e-03,41.0282,-1,0
weak,0.3,1.266,36,8.665683e-03,32.5899,-1,0
weak,0.3,1.266,38,8.665683e-03,25.8871,-1,0
weak,0.3,1.266,40,8.665683e-03,20.5628,-1,0
weak,0.3,1.266,42,8.665683e-03,16.3336,-1,0
weak,0.3,1.266,44,8.665683e-03,12.9743,-1,0
weak,0.3,1.266,46,8.665683e-03,10.3058,-1,0
weak,0.3,1.266,48,8.665683e-03,8.1862,-1,0
weak,0.3,1.266,50,8.665683e-03,6.5025,20,1
weak,0.3,1.548,20,5.795979e-03,307.4388,-1,0
weak,0.3,1.548,22,5.795979e-03,244.2074,-1,0
weak,0.3,1.548,24,5.795979e-03,193.9808,-1,0
weak,0.3,1.548,26,5.795979e-03,154.0844,-1,0
weak,0.3,1.548,28,5.795979e-03,122.3936,-1,0
weak,0.3,1.548,30,5.795979e-03,97.2207,-1,0
weak,0.3,1.548,32,5.795979e-03,77.2251,-1,0
weak,0.3,1.548,34,5.795979e-03,61.3421,-1,0
weak,0.3,1.548,36,5.795979e-03,48.7258,-1,0
weak,0.3,1.548,38,5.795979e-03,38.7043,-1,0
weak,0.3,1.548,40,5.795979e-03,30.7439,-1,0
weak,0.3,1.548,42,5.795979e-03,24.4207,-1,0
weak,0.3,1.548,44,5.795979e-03,19.3981,-1,0
weak,0.3,1.548,46,5.795979e-03,15.4084,-1,0
weak,0.3,1.548,48,5.795979e-03,12.2394,-1,0
weak,0.3,1.548,50,5.795979e-03,9.7221,-1,0
weak,0.3,1.967,20,3.589709e-03,496.3937,-1,0
weak,0.3,1.967,22,3.589709e-03,394.2996,-1,0
weak,0.3,1.967,24,3.589709e-03,313.2033,-1,0
weak,0.3,1.967,26,3.589709e-03,248.7862,-1,0
weak,0.3,1.967,28,3.589709e-03,197.6179,-1,0
weak,0.3,1.967,30,3.589709e-03,156.9735,-1,0
weak,0.3,1.967,32,3.589709e-03,124.6885,-1,0
weak,0.3,1.967,34,3.589709e-03,99.0436,-1,0
weak,0.3,1.967,36,3.589709e-03,78.6731,-1,0
weak,0.3,1.967,38,3.589709e-03,62.4923,-1,0
weak,0.3,1.967,40,3.589709e-03,49.6394,-1,0
weak,0.3,1.967,42,3.589709e-03,39.4300,-1,0
weak,0.3,1.967,44,3.589709e-03,31.3203,-1,0
weak,0.3,1.967,46,3.589709e-03,24.8786,-1,0
weak,0.3,1.967,48,3.589709e-03,19.7618,-1,0
weak,0.3,1.967,50,3.589709e-03,15.6973,-1,0
weak,0.3,2.511,20,2.202796e-03,808.9307,-1,0
weak,0.3,2.511,22,2.202796e-03,642.5565,-1,0
weak,0.3,2.511,24,2.202796e-03,510.4007,-1,0
weak,0.3,2.511,26,2.202796e-03,405.4257,-1,0
weak,0.3,2.511,28,2.202796e-03,322.0411,-1,0
weak,0.3,2.511,30,2.202796e-03,255.8063,-1,0
weak,0.3,2.511,32,2.202796e-03,203.1942,-1,0
weak,0.3,2.511,34,2.202796e-03,161.4029,-1,0
weak,0.3,2.511,36,2.202796e-03,128.2069,-1,0
weak,0.3,2.511,38,2.202796e-03,101.8383,-1,0
weak,0.3,2.511,40,2.202796e-03,80.8931,-1,0
weak,0.3,2.511,42,2.202796e-03,64.2556,-1,0
weak,0.3,2.511,44,2.202796e-03,51.0401,-1,0
weak,0.3,2.511,46,2.202796e-03,40.5426,-1,0
weak,0.3,2.511,48,2.202796e-03,32.2041,-1,0
weak,0.3,2.511,50,2.202796e-03,25.5806,-1,0
weak,0.3,3.104,20,1.441532e-03,1236.1222,-1,0
weak,0.3,3.104,22,1.441532e-03,981.8867,-1,0
weak,0.3,3.104,24,1.441532e-03,779.9404,-1,0
weak,0.3,3.104,26,1.441532e-03,619.5286,-1,0
weak,0.3,3.104,28,1.441532e-03,492.1091,-1,0
weak,0.3,3.104,30,1.441532e-03,390.8961,-1,0
weak,0.3,3.104,32,1.441532e-03,310.4998,-1,0
weak,0.3,3.104,34,1.441532e-03,246.6388,-1,0
weak,0.3,3.104,36,1.441532e-03,195.9122,-1,0
weak,0.3,3.104,38,1.441532e-03,155.6186,-1,0
weak,0.3,3.104,40,1.441532e-03,123.6122,-1,0
weak,0.3,3.104,42,1.441532e-03,98.1887,-1,0
weak,0.3,3.104,44,1.441532e-03,77.9940,-1,0
weak,0.3,3.104,46,1.441532e-03,61.9529,-1,0
weak,0.3,3.104,48,1.441532e-03,49.2109,-1,0
weak,0.3,3.104,50,1.441532e-03,39.0896,-1,0
weak,0.3,3.912,20,9.075485e-04,1963.4313,-1,0
weak,0.3,3.912,22,9.075485e-04,1559.6089,-1,0
weak,0.3,3.912,24,9.075485e-04,1238.8414,-1,0
weak,0.3,3.912,26,9.075485e-04,984.0467,-1,0
weak,0.3,3.912,28,9.075485e-04,781.6561,-1,0
weak,0.3,3.912,30,9.075485e-04,620.8915,-1,0
weak,0.3,3.912,32,9.075485e-04,493.1916,-1,0
weak,0.3,3.912,34,9.075485e-04,391.7560,-1,0
weak,0.3,3.912,36,9.075485e-04,311.1829,-1,0
weak,0.3,3.912,38,9.075485e-04,247.1814,-1,0
weak,0.3,3.912,40,9.075485e-04,196.3431,-1,0
weak,0.3,3.912,42,9.075485e-04,155.9609,-1,0
weak,0.3,3.912,44,9.075485e-04,123.8841,-1,0
weak,0.3,3.912,46,9.075485e-04,98.4047,-1,0
weak,0.3,3.912,48,9.075485e-04,78.1656,-1,0
weak,0.3,3.912,50,9.075485e-04,62.0891,-1,0
weak,0.3,4.888,20,5.813064e-04,3065.3525,-1,0
weak,0.3,4.888,22,5.813064e-04,2434.8960,-1,0
weak,0.3,4.888,24,5.813064e-04,1934.1067,-1,0
weak,0.3,4.888,26,5.813064e-04,1536.3155,-1,0
weak,0.3,4.888,28,5.813064e-04,1220.3388,-1,0
weak,0.3,4.888,30,5.813064e-04,969.3496,-1,0
weak,0.3,4.888,32,5.813064e-04,769.9817,-1,0
weak,0.3,4.888,34,5.813064e-04,611.6182,-1,0
weak,0.3,4.888,36,5.813064e-04,485.8256,-1,0
weak,0.3,4.888,38,5.813064e-04,385.9050,-1,0
weak,0.3,4.888,40,5.813064e-04,306.5352,-1,0
weak,0.3,4.888,42,5.813064e-04,243.4896,-1,0
weak,0.3,4.888,44,5.813064e-04,193.4107,-1,0
weak,0.3,4.888,46,5.813064e-04,153.6316,-1,0
weak,0.3,4.888,48,5.813064e-04,122.0339,-1,0
weak,0.3,4.888,50,5.813064e-04,96.9350,-1,0
moderate,0.05,0.992,20,5.327031e-01,0.8363,10,1
moderate,0.05,0.992,22,5.327031e-01,0.6643,10,1
moderate,0.05,0.992,24,5.327031e-01,0.5276,10,1
moderate,0.05,0.992,26,5.327031e-01,0.4191,5,1
moderate,0.05,0.992,28,5.327031e-01,0.3329,5,1
moderate,0.05,0.992,30,5.327031e-01,0.2644,5,1
moderate,0.05,0.992,32,5.327031e-01,0.2101,5,1
moderate,0.05,0.992,34,5.327031e-01,0.1669,5,1
moderate,0.05,0.992,36,5.327031e-01,0.1325,5,1
moderate,0.05,0.992,38,5.327031e-01,0.1053,5,1
moderate,0.05,0.992,40,5.327031e-01,0.0836,5,1
moderate,0.05,0.992,42,5.327031e-01,0.0664,5,1
moderate,0.05,0.992,44,5.327031e-01,0.0528,5,1
moderate,0.05,0.992,46,5.327031e-01,0.0419,5,1
moderate,0.05,0.992,48,5.327031e-01,0.0333,5,1
moderate,0.05,0.992,50,5.327031e-01,0.0264,5,1
moderate,0.05,1.266,20,3.156681e-01,1.4112,10,1
moderate,0.05,1.266,22,3.156681e-01,1.1210,10,1
moderate,0.05,1.266,24,3.156681e-01,0.8904,10,1
moderate,0.05,1.266,26,3.156681e-01,0.7073,10,1
moderate,0.05,1.266,28,3.156681e-01,0.5618,10,1
moderate,0.05,1.266,30,3.156681e-01,0.4463,5,1
moderate,0.05,1.266,32,3.156681e-01,0.3545,5,1
moderate,0.05,1.266,34,3.156681e-01,0.2816,5,1
moderate,0.05,1.266,36,3.156681e-01,0.2237,5,1
moderate,0.05,1.266,38,3.156681e-01,0.1777,5,1
moderate,0.05,1.266,40,3.156681e-01,0.1411,5,1
moderate,0.05,1.266,42,3.156681e-01,0.1121,5,1
moderate,0.05,1.266,44,3.156681e-01,0.0890,5,1
moderate,0.05,1.266,46,3.156681e-01,0.0707,5,1
moderate,0.05,1.266,48,3.156681e-01,0.0562,5,1
moderate,0.05,1.266,50,3.156681e-01,0.0446,5,1
moderate,0.05,1.548,20,2.096053e-01,2.1253,20,1
moderate,0.05,1.548,22,2.096053e-01,1.6882,10,1
moderate,0.05,1.548,24,2.096053e-01,1.3410,10,1
moderate,0.05,1.548,26,2.096053e-01,1.0652,10,1
moderate,0.05,1.548,28,2.096053e-01,0.8461,10,1
moderate,0.05,1.548,30,2.096053e-01,0.6721,10,1
moderate,0.05,1.548,32,2.096053e-01,0.5339,10,1
moderate,0.05,1.548,34,2.096053e-01,0.4241,5,1
moderate,0.05,1.548,36,2.096053e-01,0.3368,5,1
moderate,0.05,1.548,38,2.096053e-01,0.2676,5,1
moderate,0.05,1.548,40,2.096053e-01,0.2125,5,1
moderate,0.05,1.548,42,2.096053e-01,0.1688,5,1
moderate,0.05,1.548,44,2.096053e-01,0.1341,5,1
moderate,0.05,1.548,46,2.096053e-01,0.1065,5,1
moderate,0.05,1.548,48,2.096053e-01,0.0846,5,1
moderate,0.05,1.548,50,2.096053e-01,0.0672,5,1
moderate,0.05,1.967,20,1.294337e-01,3.4417,20,1
moderate,0.05,1.967,22,1.294337e-01,2.7339,20,1
moderate,0.05,1.967,24,1.294337e-01,2.1716,20,1
moderate,0.05,1.967,26,1.294337e-01,1.7250,10,1
moderate,0.05,1.967,28,1.294337e-01,1.3702,10,1
moderate,0.05,1.967,30,1.294337e-01,1.0884,10,1
moderate,0.05,1.967,32,1.294337e-01,0.8645,10,1
moderate,0.05,1.967,34,1.294337e-01,0.6867,10,1
moderate,0.05,1.967,36,1.294337e-01,0.5455,10,1
moderate,0.05,1.967,38,1.294337e-01,0.4333,5,1
moderate,0.05,1.967,40,1.294337e-01,0.3442,5,1
moderate,0.05,1.967,42,1.294337e-01,0.2734,5,1
moderate,0.05,1.967,44,1.294337e-01,0.2172,5,1
moderate,0.05,1.967,46,1.294337e-01,0.1725,5,1
moderate,0.05,1.967,48,1.294337e-01,0.1370,5,1
moderate,0.05,1.967,50,1.294337e-01,0.1088,5,1
moderate,0.05,2.511,20,7.934519e-02,5.6144,20,1
moderate,0.05,2.511,22,7.934519e-02,4.4597,20,1
moderate,0.05,2.511,24,7.934519e-02,3.5425,20,1
moderate,0.05,2.511,26,7.934519e-02,2.8139,20,1
moderate,0.05,2.511,28,7.934519e-02,2.2351,20,1
moderate,0.05,2.511,30,7.934519e-02,1.7754,10,1
moderate,0.05,2.511,32,7.934519e-02,1.4103,10,1
moderate,0.05,2.511,34,7.934519e-02,1.1202,10,1
moderate,0.05,2.511,36,7.934519e-02,0.8898,10,1
moderate,0.05,2.511,38,7.934519e-02,0.7068,10,1
moderate,0.05,2.511,40,7.934519e-02,0.5614,10,1
moderate,0.05,2.511,42,7.934519e-02,0.4460,5,1
moderate,0.05,2.511,44,7.934519e-02,0.3542,5,1
moderate,0.05,2.511,46,7.934519e-02,0.2814,5,1
moderate,0.05,2.511,48,7.934519e-02,0.2235,5,1
moderate,0.05,2.511,50,7.934519e-02,0.1775,5,1
moderate,0.05,3.104,20,5.190725e-02,8.5822,-1,0
moderate,0.05,3.104,22,5.190725e-02,6.8171,20,1
moderate,0.05,3.104,24,5.190725e-02,5.4150,20,1
moderate,0.05,3.104,26,5.190725e-02,4.3013,20,1
moderate,0.05,3.104,28,5.190725e-02,3.4166,20,1
moderate,0.05,3.104,30,5.190725e-02,2.7139,20,1
moderate,0.05,3.104,32,5.190725e-02,2.1557,20,1
moderate,0.05,3.104,34,5.190725e-02,1.7124,10,1
moderate,0.05,3.104,36,5.190725e-02,1.3602,10,1
moderate,0.05,3.104,38,5.190725e-02,1.0804,10,1
moderate,0.05,3.104,40,5.190725e-02,0.8582,10,1
moderate,0.05,3.104,42,5.190725e-02,0.6817,10,1
moderate,0.05,3.104,44,5.190725e-02,0.5415,10,1
moderate,0.05,3.104,46,5.190725e-02,0.4301,5,1
moderate,0.05,3.104,48,5.190725e-02,0.3417,5,1
moderate,0.05,3.104,50,5.190725e-02,0.2714,5,1
moderate,0.05,3.912,20,3.267471e-02,13.6337,-1,0
moderate,0.05,3.912,22,3.267471e-02,10.8296,-1,0
moderate,0.05,3.912,24,3.267471e-02,8.6023,-1,0
moderate,0.05,3.912,26,3.267471e-02,6.8330,20,1
moderate,0.05,3.912,28,3.267471e-02,5.4277,20,1
moderate,0.05,3.912,30,3.267471e-02,4.3114,20,1
moderate,0.05,3.912,32,3.267471e-02,3.4246,20,1
moderate,0.05,3.912,34,3.267471e-02,2.7203,20,1
moderate,0.05,3.912,36,3.267471e-02,2.1608,20,1
moderate,0.05,3.912,38,3.267471e-02,1.7164,10,1
moderate,0.05,3.912,40,3.267471e-02,1.3634,10,1
moderate,0.05,3.912,42,3.267471e-02,1.0830,10,1
moderate,0.05,3.912,44,3.267471e-02,0.8602,10,1
moderate,0.05,3.912,46,3.267471e-02,0.6833,10,1
moderate,0.05,3.912,48,3.267471e-02,0.5428,10,1
moderate,0.05,3.912,50,3.267471e-02,0.4311,5,1
moderate,0.05,4.888,20,2.092780e-02,21.2864,-1,0
moderate,0.05,4.888,22,2.092780e-02,16.9084,-1,0
moderate,0.05,4.888,24,2.092780e-02,13.4308,-1,0
moderate,0.05,4.888,26,2.092780e-02,10.6685,-1,0
moderate,0.05,4.888,28,2.092780e-02,8.4743,-1,0
moderate,0.05,4.888,30,2.092780e-02,6.7313,20,1
moderate,0.05,4.888,32,2.092780e-02,5.3469,20,1
moderate,0.05,4.888,34,2.092780e-02,4.2472,20,1
moderate,0.05,4.888,36,2.092780e-02,3.3737,20,1
moderate,0.05,4.888,38,2.092780e-02,2.6798,20,1
moderate,0.05,4.888,40,2.092780e-02,2.1286,20,1
moderate,0.05,4.888,42,2.092780e-02,1.6908,10,1
moderate,0.05,4.888,44,2.092780e-02,1.3431,10,1
moderate,0.05,4.888,46,2.092780e-02,1.0668,10,1
moderate,0.05,4.888,48,2.092780e-02,0.8474,10,1
moderate,0.05,4.888,50,2.092780e-02,0.6731,10,1
moderate,0.1,0.5,20,5.228863e-01,0.8520,10,1
moderate,0.1,0.5,22,5.228863e-01,0.6767,10,1
moderate,0.1,0.5,24,5.228863e-01,0.5375,10,1
moderate,0.1,0.5,26,5.228863e-01,0.4270,5,1
moderate,0.1,0.5,28,5.228863e-01,0.3392,5,1
moderate,0.1,0.5,30,5.228863e-01,0.2694,5,1
moderate,0.1,0.5,32,5.228863e-01,0.2140,5,1
moderate,0.1,0.5,34,5.228863e-01,0.1700,5,1
moderate,0.1,0.5,36,5.228863e-01,0.1350,5,1
moderate,0.1,0.5,38,5.228863e-01,0.1073,5,1
moderate,0.1,0.5,40,5.228863e-01,0.0852,5,1
moderate,0.1,0.5,42,5.228863e-01,0.0677,5,1
moderate,0.1,0.5,44,5.228863e-01,0.0538,5,1
moderate,0.1,0.5,46,5.228863e-01,0.0427,5,1
moderate,0.1,0.5,48,5.228863e-01,0.0339,5,1
moderate,0.1,0.5,50,5.228863e-01,0.0269,5,1
moderate,0.1,0.628,20,3.208683e-01,1.3883,10,1
moderate,0.1,0.628,22,3.208683e-01,1.1028,10,1
moderate,0.1,0.628,24,3.208683e-01,0.8760,10,1
moderate,0.1,0.628,26,3.208683e-01,0.6958,10,1
moderate,0.1,0.628,28,3.208683e-01,0.5527,10,1
moderate,0.1,0.628,30,3.208683e-01,0.4390,5,1
moderate,0.1,0.628,32,3.208683e-01,0.3487,5,1
moderate,0.1,0.628,34,3.208683e-01,0.2770,5,1
moderate,0.1,0.628,36,3.208683e-01,0.2200,5,1
moderate,0.1,0.628,38,3.208683e-01,0.1748,5,1
moderate,0.1,0.628,40,3.208683e-01,0.1388,5,1
moderate,0.1,0.628,42,3.208683e-01,0.1103,5,1
moderate,0.1,0.628,44,3.208683e-01,0.0876,5,1
moderate,0.1,0.628,46,3.208683e-01,0.0696,5,1
moderate,0.1,0.628,48,3.208683e-01,0.0553,5,1
moderate,0.1,0.628,50,3.208683e-01,0.0439,5,1
moderate,0.1,0.789,20,2.016348e-01,2.2093,20,1
moderate,0.1,0.789,22,2.016348e-01,1.7549,10,1
moderate,0.1,0.789,24,2.016348e-01,1.3940,10,1
moderate,0.1,0.789,26,2.016348e-01,1.1073,10,1
moderate,0.1,0.789,28,2.016348e-01,0.8795,10,1
moderate,0.1,0.789,30,2.016348e-01,0.6987,10,1
moderate,0.1,0.789,32,2.016348e-01,0.5550,10,1
moderate,0.1,0.789,34,2.016348e-01,0.4408,5,1
moderate,0.1,0.789,36,2.016348e-01,0.3502,5,1
moderate,0.1,0.789,38,2.016348e-01,0.2781,5,1
moderate,0.1,0.789,40,2.016348e-01,0.2209,5,1
moderate,0.1,0.789,42,2.016348e-01,0.1755,5,1
moderate,0.1,0.789,44,2.016348e-01,0.1394,5,1
moderate,0.1,0.789,46,2.016348e-01,0.1107,5,1
moderate,0.1,0.789,48,2.016348e-01,0.0880,5,1
moderate,0.1,0.789,50,2.016348e-01,0.0699,5,1
moderate,0.1,0.992,20,1.272177e-01,3.5017,20,1
moderate,0.1,0.992,22,1.272177e-01,2.7815,20,1
moderate,0.1,0.992,24,1.272177e-01,2.2094,20,1
moderate,0.1,0.992,26,1.272177e-01,1.7550,10,1
moderate,0.1,0.992,28,1.272177e-01,1.3940,10,1
moderate,0.1,0.992,30,1.272177e-01,1.1073,10,1
moderate,0.1,0.992,32,1.272177e-01,0.8796,10,1
moderate,0.1,0.992,34,1.272177e-01,0.6987,10,1
moderate,0.1,0.992,36,1.272177e-01,0.5550,10,1
moderate,0.1,0.992,38,1.272177e-01,0.4408,5,1
moderate,0.1,0.992,40,1.272177e-01,0.3502,5,1
moderate,0.1,0.992,42,1.272177e-01,0.2781,5,1
moderate,0.1,0.992,44,1.272177e-01,0.2209,5,1
moderate,0.1,0.992,46,1.272177e-01,0.1755,5,1
moderate,0.1,0.992,48,1.272177e-01,0.1394,5,1
moderate,0.1,0.992,50,1.272177e-01,0.1107,5,1
moderate,0.1,1.266,20,7.803300e-02,5.7088,20,1
moderate,0.1,1.266,22,7.803300e-02,4.5347,20,1
moderate,0.1,1.266,24,7.803300e-02,3.6020,20,1
moderate,0.1,1.266,26,7.803300e-02,2.8612,20,1
moderate,0.1,1.266,28,7.803300e-02,2.2727,20,1
moderate,0.1,1.266,30,7.803300e-02,1.8053,10,1
moderate,0.1,1.266,32,7.803300e-02,1.4340,10,1
moderate,0.1,1.266,34,7.803300e-02,1.1391,10,1
moderate,0.1,1.266,36,7.803300e-02,0.9048,10,1
moderate,0.1,1.266,38,7.803300e-02,0.7187,10,1
moderate,0.1,1.266,40,7.803300e-02,0.5709,10,1
moderate,0.1,1.266,42,7.803300e-02,0.4535,5,1
moderate,0.1,1.266,44,7.803300e-02,0.3602,5,1
moderate,0.1,1.266,46,7.803300e-02,0.2861,5,1
moderate,0.1,1.266,48,7.803300e-02,0.2273,5,1
moderate,0.1,1.266,50,7.803300e-02,0.1805,5,1
moderate,0.1,1.548,20,5.217598e-02,8.5380,-1,0
moderate,0.1,1.548,22,5.217598e-02,6.7820,20,1
moderate,0.1,1.548,24,5.217598e-02,5.3871,20,1
moderate,0.1,1.548,26,5.217598e-02,4.2791,20,1
moderate,0.1,1.548,28,5.217598e-02,3.3990,20,1
moderate,0.1,1.548,30,5.217598e-02,2.6999,20,1
moderate,0.1,1.548,32,5.217598e-02,2.1446,20,1
moderate,0.1,1.548,34,5.217598e-02,1.7036,10,1
moderate,0.1,1.548,36,5.217598e-02,1.3532,10,1
moderate,0.1,1.548,38,5.217598e-02,1.0749,10,1
moderate,0.1,1.548,40,5.217598e-02,0.8538,10,1
moderate,0.1,1.548,42,5.217598e-02,0.6782,10,1
moderate,0.1,1.548,44,5.217598e-02,0.5387,10,1
moderate,0.1,1.548,46,5.217598e-02,0.4279,5,1
moderate,0.1,1.548,48,5.217598e-02,0.3399,5,1
moderate,0.1,1.548,50,5.217598e-02,0.2700,5,1
moderate,0.1,1.967,20,3.231021e-02,13.7875,-1,0
moderate,0.1,1.967,22,3.231021e-02,10.9518,-1,0
moderate,0.1,1.967,24,3.231021e-02,8.6993,-1,0
moderate,0.1,1.967,26,3.231021e-02,6.9101,20,1
moderate,0.1,1.967,28,3.231021e-02,5.4889,20,1
moderate,0.1,1.967,30,3.231021e-02,4.3600,20,1
moderate,0.1,1.967,32,3.231021e-02,3.4633,20,1
moderate,0.1,1.967,34,3.231021e-02,2.7510,20,1
moderate,0.1,1.967,36,3.231021e-02,2.1852,20,1
moderate,0.1,1.967,38,3.231021e-02,1.7357,10,1
moderate,0.1,1.967,40,3.231021e-02,1.3788,10,1
moderate,0.1,1.967,42,3.231021e-02,1.0952,10,1
moderate,0.1,1.967,44,3.231021e-02,0.8699,10,1
moderate,0.1,1.967,46,3.231021e-02,0.6910,10,1
moderate,0.1,1.967,48,3.231021e-02,0.5489,10,1
moderate,0.1,1.967,50,3.231021e-02,0.4360,5,1
moderate,0.1,2.511,20,1.982581e-02,22.4696,-1,0
moderate,0.1,2.511,22,1.982581e-02,17.8482,-1,0
moderate,0.1,2.511,24,1.982581e-02,14.1773,-1,0
moderate,0.1,2.511,26,1.982581e-02,11.2615,-1,0
moderate,0.1,2.511,28,1.982581e-02,8.9453,-1,0
moderate,0.1,2.511,30,1.982581e-02,7.1055,20,1
moderate,0.1,2.511,32,1.982581e-02,5.6441,20,1
moderate,0.1,2.511,34,1.982581e-02,4.4833,20,1
moderate,0.1,2.511,36,1.982581e-02,3.5612,20,1
moderate,0.1,2.511,38,1.982581e-02,2.8288,20,1
moderate,0.1,2.511,40,1.982581e-02,2.2470,20,1
moderate,0.1,2.511,42,1.982581e-02,1.7848,10,1
