sigma_s,r_d,seed,w_best,iterations,best_f
0.1,0.02747569592,800000,0.20867806930705873,9,0.14837866560098609
0.1,0.007188864364,800001,0.20576535291268291,16,0.14566006230871062
0.1,0.0248800395,800002,0.20779315325917797,14,0.14785947552632259
0.1,0.0221793804,800003,0.20754541184770905,14,0.14737484789218633
0.1,0.01848106178,800004,0.20695524372242266,15,0.14679098060020951
0.1,0.03142242103,800005,0.20969646063209496,16,0.14926330470789051
0.1,0.0310509311,800006,0.20958675497663992,15,0.14917876667882754
0.1,0.03675466264,800007,0.21116437329262899,14,0.15063208335560496
0.1,0.03700453326,800008,0.21121913968211672,15,0.15070112615782022
0.1,0.04057261234,800009,0.21244641701302117,15,0.15173205552557262
0.1,0.02859757958,800010,0.20902075994343619,16,0.14861971625267881
0.1,0.03821258868,800011,0.21143228417920046,15,0.15104232972195211
0.1,0.0210063303,800012,0.20720726213718615,17,0.14717513124848913
0.1,0.01188283019,800013,0.20577989530536847,16,0.14601219720113001
0.1,0.04828347272,800014,0.21518039040476203,16,0.15424199091543278
0.1,0.03064076818,800015,0.2094393843481745,16,0.14907906385083075
0.1,0.03883985278,800016,0.21201082801771848,12,0.15122018383573238
0.1,0.01092681137,800017,0.2060742373778528,11,0.14592628064738622
0.1,0.004377521349,800018,0.2053780829104197,11,0.14553255834915532
0.1,0.02154861535,800019,0.20741200834953019,14,0.14726513561232818
0.1,0.03765087566,800020,0.21105859848615366,15,0.15088285160355941
0.1,0.03729671432,800021,0.21124808516786084,14,0.1507838995498052
0.1,0.004768162221,800022,0.20545457525014724,15,0.14554566285164158
0.1,0.0107195281,800023,0.20578796009732067,15,0.14590675548881199
0.1,0.03024711087,800024,0.20936978957371438,15,0.14898851833664925
0.1,0.06471081095,800025,0.22232505303457006,16,0.16076377717731641
0.1,0.04631810424,800026,0.21452039286745897,16,0.15356930707064068
0.1,0.01981325651,800027,0.20719160272070317,14,0.14698782934575033
0.1,0.01721432348,800028,0.2066674290717945,17,0.14661420731654656
0.1,0.01822256313,800029,0.20684281659764089,15,0.14675168839067221
0.1,0.02044234923,800030,0.20702985843359992,15,0.1470863316780644
0.1,0.02972990121,800031,0.20929428344669818,16,0.14887094650649457
0.1,0.02251236156,800032,0.20759821454604896,15,0.14742764183035664
0.1,0.03866941375,800033,0.21170872502240173,15,0.15117204759280964
0.1,0.05223901756,800034,0.2168657797974734,16,0.15567288247510419
0.1,0.01166163844,800035,0.20565029612999569,16,0.14598939485333709
0.1,0.01817512215,800036,0.20681225967142985,15,0.14674812379516558
0.1,0.03791306068,800037,0.21160229350209325,15,0.15095676096297272
0.1,0.0569420759,800038,0.21911042296868369,15,0.1574925461918211
0.1,0.03898905098,800039,0.21184112205740274,15,0.15126500632627665
0.1,0.01857526638,800040,0.20713284254557557,15,0.14680423717439692
0.1,0.03106607447,800041,0.20956438219236989,15,0.14917929624758119
0.1,0.04513295773,800042,0.21382424876408612,14,0.15317281156511481
0.1,0.05374549761,800043,0.2174052162424279,12,0.15624122490110873
0.1,0.02353647923,800044,0.20781140105905224,16,0.14760827667008353
0.1,0.04764605362,800045,0.21466133357583858,14,0.15402070435947551
0.1,0.02807616885,800046,0.20871864504893284,15,0.14850625530601075
0.1,0.03931953966,800047,0.21171232266176238,14,0.151360840382537
0.1,0.02716885996,800048,0.20850353417625875,14,0.14831622789033075
0.1,0.00698118721,800049,0.20586837757399634,14,0.14564823402547764
0.1,0.04088089995,800050,0.21253130514466712,14,0.15182639248874691
0.1,0.02407776435,800051,0.20796323554817558,14,0.14770803433613078
0.1,0.05023960699,800052,0.21623029874418154,16,0.15493841289622004
0.1,0.03368755698,800053,0.2102868824928138,14,0.14982023718342924
0.1,0.01511315076,800054,0.20631663890362509,14,0.14634971276648667
0.1,0.03312692105,800055,0.20999596628797731,15,0.14967938800538502
0.1,0.04923284634,800056,0.21560200938034579,14,0.15457814805782724
0.1,0.0510249264,800057,0.21643688348424245,15,0.15522383089014175
0.1,0.03487509509,800058,0.21066821718728543,14,0.15012707548775422
0.1,0.03202207048,800059,0.20946839247988194,16,0.1494095716795977
0.1,0.007325868558,800060,0.2057020347848578,16,0.14566721016121431
0.1,0.02458961247,800061,0.20817439806747556,15,0.14780501068492966
0.1,0.02127135859,800062,0.20734197597556528,14,0.1472182106973686
0.1,0.0142091091,800063,0.20625221004448133,15,0.14624600240383165
0.1,0.03250977608,800064,0.20997263723486448,15,0.14952657673939493
0.1,0.07151424191,800065,0.2261159229344383,15,0.1638807386908275
0.1,0.04808169009,800066,0.21513634780139623,15,0.15417129609674282
0.1,0.02517246374,800067,0.20813515740491373,14,0.14791459415423305
0.1,0.01260111688,800068,0.20640496389815258,15,0.14607904564648788
0.1,0.00726589075,800069,0.20560751989653619,13,0.14566485141546701
0.1,0.0170643507,800070,0.20676149379021339,13,0.14659361165637214
0.1,0.0387340239,800071,0.21187965448240229,12,0.15119015541340738
0.1,0.06608102918,800072,0.22310837364440692,14,0.16137430435795164
0.1,0.06640764383,800073,0.22270335110825468,13,0.16152344476824365
0.1,0.05343718018,800074,0.21726659339570298,14,0.1561234647734471
0.1,0.078149546,800075,0.22977935260394711,14,0.16712462841983544
0.1,0.03393245339,800076,0.21019859568974375,14,0.14988313774747872
0.1,0.0652103708,800077,0.22240050136960818,14,0.16098851637321779
0.1,0.03837018451,800078,0.2117566855406689,15,0.15108842685081977
0.1,0.01833772262,800079,0.20692576512738267,17,0.14676778704680404
0.1,0.02095071735,800080,0.20718741609021749,15,0.14716695659873069
0.1,0.02383549377,800081,0.20781412081957831,14,0.14766461721329402
0.1,0.08211141684,800082,0.23180788245809664,15,0.16914922999983784
0.1,0.01187032729,800083,0.20625503747131485,14,0.14600801823467441
0.1,0.04636784315,800084,0.21463930260943412,15,0.153583955516439
0.1,0.02642177633,800085,0.20859845308342159,15,0.1481629709763993
0.1,0.03737867851,800086,0.211339085728073,15,0.15080548785958928
0.1,0.0188835136,800087,0.20717537881156586,15,0.14684819402599097
0.1,0.06317543354,800088,0.22162694661338936,14,0.16009179392701112
0.1,0.05225432015,800089,0.21725898856079354,14,0.15567983123362161
0.1,0.05212398997,800090,0.21672264939866553,14,0.1556307649867664
0.1,0.04284405194,800091,0.21327274006448249,15,0.15243264150938382
0.1,0.009590049731,800092,0.2058242321424521,15,0.14581687161693044
0.1,0.03196449954,800093,0.20973665250272014,14,0.14939471434438192
0.1,0.0155398446,800094,0.20646570392179575,14,0.14640042211128745
0.1,0.0253371919,800095,0.20818678070131372,15,0.14794936492249247
0.1,0.02310069668,800096,0.20757952114141837,12,0.14753023683275837
0.1,0.03539712637,800097,0.2108157883971937,15,0.15026508986468107
0.1,0.03183508921,800098,0.20933079358261314,17,0.14936246683013676
0.1,0.01186954104,800099,0.2058735544316051,14,0.14600855561574452
