sigma_s,r_d,seed,w_best,iterations,best_f
0.1,0.02747569592,800000,0.21103775684597859,25,0.13942775440055175
0.1,0.007188864364,800001,0.20818488748805164,25,0.13680051812693639
0.1,0.0248800395,800002,0.2106312143725495,25,0.1389237039077553
0.1,0.0221793804,800003,0.2099090854424292,25,0.13845160356854155
0.1,0.01848106178,800004,0.20940117524388513,25,0.13789028247165605
0.1,0.03142242103,800005,0.21275499369056364,25,0.14028111557217149
0.1,0.0310509311,800006,0.21213982478776214,25,0.14019717557510283
0.1,0.03675466264,800007,0.21362919329914076,25,0.14160658878484636
0.1,0.03700453326,800008,0.213611083359525,25,0.14167343316245917
0.1,0.04057261234,800009,0.21534147912270957,25,0.14267028005738419
0.1,0.02859757958,800010,0.21164990048247762,25,0.13965843026487426
0.1,0.03821258868,800011,0.21454890760745993,25,0.14200197628272562
0.1,0.0210063303,800012,0.21017804275178761,25,0.1382635677401699
0.1,0.01188283019,800013,0.20828709719973812,25,0.13713658843766055
0.1,0.04828347272,800014,0.21789664481161572,25,0.14510296702394423
0.1,0.03064076818,800015,0.21231092158833442,25,0.14010292025826682
0.1,0.03883985278,800016,0.21431775505094233,25,0.14217635691247615
0.1,0.01092681137,800017,0.2083161505590147,25,0.13705558953014674
0.1,0.004377521349,800018,0.20797772741716175,25,0.13667580927242937
0.1,0.02154861535,800019,0.20992592504442784,25,0.1383492780496319
0.1,0.03765087566,800020,0.21427126239963318,25,0.14184793308511615
0.1,0.03729671432,800021,0.21358895247987611,25,0.14175127212691066
0.1,0.004768162221,800022,0.2081874316194732,25,0.13668908581064698
0.1,0.0107195281,800023,0.20830338334010776,25,0.13703648405699759
0.1,0.03024711087,800024,0.21188056152979118,25,0.14001689715703261
0.1,0.06471081095,800025,0.22536650513289783,25,0.15142598222111597
0.1,0.04631810424,800026,0.21735558050929335,25,0.14444681934740586
0.1,0.01981325651,800027,0.20981864826647786,25,0.13807986317755411
0.1,0.01721432348,800028,0.20939753587041482,25,0.13771995125619238
0.1,0.01822256313,800029,0.20935481850365772,25,0.13785646604087137
0.1,0.02044234923,800030,0.21025653408537134,25,0.13817615493980751
0.1,0.02972990121,800031,0.21138942489150642,25,0.13990307237136237
0.1,0.02251236156,800032,0.21031865481189638,25,0.13850736826956239
0.1,0.03866941375,800033,0.21459280187768257,25,0.14212655154418016
0.1,0.05223901756,800034,0.2196438569097546,25,0.14648655319855605
0.1,0.01166163844,800035,0.20839563862705887,25,0.13711567945834982
0.1,0.01817512215,800036,0.20931098647923865,25,0.1378491702476479
0.1,0.03791306068,800037,0.21433343696365514,25,0.14192187295203149
0.1,0.0569420759,800038,0.22171528339505123,25,0.14825085745198621
0.1,0.03898905098,800039,0.21443409328742272,25,0.14221776466294639
0.1,0.01857526638,800040,0.20944128692826755,25,0.13790336157455427
0.1,0.03106607447,800041,0.21216862513703721,25,0.14019658214306749
0.1,0.04513295773,800042,0.21667084729721542,25,0.14406092679007798
0.1,0.05374549761,800043,0.22006076215610293,25,0.1470384775408243
0.1,0.02353647923,800044,0.210303158144863,25,0.13868221073529227
0.1,0.04764605362,800045,0.21773297835510147,25,0.14488511958871386
0.1,0.02807616885,800046,0.21167914007817568,25,0.13955137546754556
0.1,0.03931953966,800047,0.21443976720928712,25,0.14231201265329718
0.1,0.02716885996,800048,0.21124966671981429,25,0.13936540815384818
0.1,0.00698118721,800049,0.20807003180699232,25,0.13678855475159479
0.1,0.04088089995,800050,0.21504377344572093,25,0.14276205668900599
0.1,0.02407776435,800051,0.21032689960713102,25,0.13877747640197435
0.1,0.05023960699,800052,0.21855218253501046,25,0.14577444494997385
0.1,0.03368755698,800053,0.21297598525774383,25,0.14082155953739162
0.1,0.01511315076,800054,0.20887689270060752,25,0.13746623358218182
0.1,0.03312692105,800055,0.21276722798147524,25,0.14068643876363071
0.1,0.04923284634,800056,0.21810413709093798,25,0.14542493610957122
0.1,0.0510249264,800057,0.21907946439454043,25,0.1460503010604132
0.1,0.03487509509,800058,0.21316232863410259,25,0.14111660538661486
0.1,0.03202207048,800059,0.21260361482966386,25,0.14042204192039137
0.1,0.007325868558,800060,0.20846589899494222,25,0.13680840975106412
0.1,0.02458961247,800061,0.21087409599938831,25,0.1388727215332248
0.1,0.02127135859,800062,0.21012009149376085,25,0.13830449422890076
0.1,0.0142091091,800063,0.20866964034038582,25,0.13736398155038593
0.1,0.03250977608,800064,0.21308974307689427,25,0.14053640253514391
0.1,0.07151424191,800065,0.22879264485646841,25,0.15445148774182638
0.1,0.04808169009,800066,0.21808706341815523,25,0.14503154973491778
0.1,0.02517246374,800067,0.21071995816244662,25,0.13897750285195395
0.1,0.01260111688,800068,0.20860411630663153,25,0.13720385202974406
0.1,0.00726589075,800069,0.20775616001365405,25,0.13680257800116638
0.1,0.0170643507,800070,0.2093288782011887,25,0.13769917760844208
0.1,0.0387340239,800071,0.21438572249995261,25,0.14214526303769781
0.1,0.06608102918,800072,0.22615787224545206,25,0.15201522058742592
0.1,0.06640764383,800073,0.22671135750792121,25,0.15215984207292985
0.1,0.05343718018,800074,0.22008287843955049,25,0.14692224825322195
0.1,0.078149546,800075,0.2326900084173793,25,0.15760397775704746
0.1,0.03393245339,800076,0.21318891527407483,25,0.1408816983943916
0.1,0.0652103708,800077,0.225741562614936,25,0.15163899158700908
0.1,0.03837018451,800078,0.21414765040460809,25,0.14204595604117015
0.1,0.01833772262,800079,0.2092614308379169,25,0.13787056071073986
0.1,0.02095071735,800080,0.21017528159836729,25,0.13825508817274726
0.1,0.02383549377,800081,0.21094875433896096,25,0.13873752063410605
0.1,0.08211141684,800082,0.23503553294471757,25,0.15957388083346166
0.1,0.01187032729,800083,0.20855665686361194,25,0.13713714320923606
0.1,0.04636784315,800084,0.21765548957325503,25,0.14446243103853065
0.1,0.02642177633,800085,0.21124213542291168,25,0.13921777249188816
0.1,0.03737867851,800086,0.21396935816851564,25,0.14177327046786078
0.1,0.0188835136,800087,0.20944250249818055,25,0.1379478359584756
0.1,0.06317543354,800088,0.22470583505586375,25,0.15077286297472137
0.1,0.05225432015,800089,0.21996620574545381,25,0.14649249367292286
0.1,0.05212398997,800090,0.21948504121097856,25,0.14644481055255043
0.1,0.04284405194,800091,0.21551479859861028,25,0.14334780416572501
0.1,0.009590049731,800092,0.20826452453907182,25,0.13695058931401582
0.1,0.03196449954,800093,0.2126802038104732,25,0.14040818090411325
0.1,0.0155398446,800094,0.20935402532887604,25,0.13751423497162837
0.1,0.0253371919,800095,0.21086739172576296,25,0.13900983992078997
0.1,0.02310069668,800096,0.21019069777612406,25,0.13860511543174153
0.1,0.03539712637,800097,0.2136248811837001,25,0.14125192232617345
0.1,0.03183508921,800098,0.21238092819720694,25,0.14037694488262917
0.1,0.01186954104,800099,0.20856414287439085,25,0.13713638135537456
