sigma_s,r_d,seed,w_best,iterations,best_f
0.1,0.02747569592,800000,0.20559103082852284,25,0.15764185253238316
0.1,0.007188864364,800001,0.20256702462368531,25,0.1548370388394979
0.1,0.0248800395,800002,0.20473004079192839,25,0.15710729972487295
0.1,0.0221793804,800003,0.20523537862696939,25,0.15660113177030818
0.1,0.01848106178,800004,0.20367417047581057,25,0.156002843910242
0.1,0.03142242103,800005,0.2074002013578449,25,0.15855405349187651
0.1,0.0310509311,800006,0.20655715530029511,25,0.15846116886804226
0.1,0.03675466264,800007,0.20860859192451836,25,0.15996482911329016
0.1,0.03700453326,800008,0.20923508208915778,25,0.16003656854329995
0.1,0.04057261234,800009,0.20944718420829042,25,0.16109718398384279
0.1,0.02859757958,800010,0.20617785359836904,25,0.15788917230854954
0.1,0.03821258868,800011,0.21051595590768971,25,0.16039404457870038
0.1,0.0210063303,800012,0.20434084125302956,25,0.15639904280672629
0.1,0.01188283019,800013,0.20330731258993653,25,0.15519710670477879
0.1,0.04828347272,800014,0.21211309647203549,25,0.16368103162700606
0.1,0.03064076818,800015,0.20753754214148434,25,0.15836689335815432
0.1,0.03883985278,800016,0.20752845017262433,25,0.1605788277905936
0.1,0.01092681137,800017,0.20364532149274828,25,0.15510939851312885
0.1,0.004377521349,800018,0.20318325750215047,25,0.15470419233417185
0.1,0.02154861535,800019,0.20517614678207069,25,0.15649190091954471
0.1,0.03765087566,800020,0.2078560604864447,25,0.16022389270157547
0.1,0.03729671432,800021,0.20906118779212413,25,0.16012072391627091
0.1,0.004768162221,800022,0.20316793108713627,25,0.1547197354354693
0.1,0.0107195281,800023,0.20374385972880546,25,0.15509117282131349
0.1,0.03024711087,800024,0.20647724321989688,25,0.15827046575205331
0.1,0.06471081095,800025,0.21948985672586799,25,0.17038931389415052
0.1,0.04631810424,800026,0.2113587781073212,25,0.1629866481689338
0.1,0.01981325651,800027,0.20482420611384214,25,0.1562052246707013
