sigma_s,r_d,seed,w_best,iterations,best_f
0.1,0.02747569592,800000,0.20599743540042795,10,0.15762972839058112
0.1,0.007188864364,800001,0.20231332184422482,12,0.15482608324201305
0.1,0.0248800395,800002,0.20562636870536508,13,0.1570979448902847
0.1,0.0221793804,800003,0.20484053677966035,13,0.15659107226431168
0.1,0.01848106178,800004,0.20449909278325012,14,0.15598932728979237
0.1,0.03142242103,800005,0.20698256446072097,15,0.15854274756806377
0.1,0.0310509311,800006,0.20694858077842496,14,0.15845205993272485
0.1,0.03675466264,800007,0.2083923645884587,13,0.15995375442382581
0.1,0.03700453326,800008,0.20824776148171326,15,0.16002348263765603
0.1,0.04057261234,800009,0.20960692452327781,14,0.16108518995024443
0.1,0.02859757958,800010,0.20619826464904442,15,0.15787843826395934
0.1,0.03821258868,800011,0.20870664003923242,13,0.16037504930907476
0.1,0.0210063303,800012,0.20492042505304192,15,0.15638929510037369
0.1,0.01188283019,800013,0.20342323242746935,14,0.15518438418053981
0.1,0.04828347272,800014,0.21221791390074157,15,0.16367037849459595
0.1,0.03064076818,800015,0.20684417751285661,14,0.15835318601597703
0.1,0.03883985278,800016,0.20913080756852914,14,0.16056104901787491
0.1,0.01092681137,800017,0.20325652427551549,15,0.15509729204551381
0.1,0.004377521349,800018,0.20307129625233758,14,0.154694277678389
0.1,0.02154861535,800019,0.20463292691395235,14,0.15648079551018546
0.1,0.03765087566,800020,0.20840919855307991,12,0.16021124582523288
0.1,0.03729671432,800021,0.20874392128656261,13,0.16010820209835447
0.1,0.004768162221,800022,0.20273511720743059,14,0.15470696232033862
0.1,0.0107195281,800023,0.20346161675498994,15,0.15507923755384373
0.1,0.03024711087,800024,0.20680400048638076,14,0.15825870009044396
0.1,0.06471081095,800025,0.21961252668385739,15,0.17037988903717016
0.1,0.04631810424,800026,0.21147770226394363,13,0.1629740510553237
0.1,0.01981325651,800027,0.20443001433011757,16,0.156192126506673
0.1,0.01721432348,800028,0.20402350607986372,12,0.15580827641923348
0.1,0.01822256313,800029,0.20410383063876089,12,0.15595071578791428
0.1,0.02044234923,800030,0.20396837244160251,14,0.15629713982824775
0.1,0.02972990121,800031,0.20646057220232744,14,0.15813579527807919
0.1,0.02251236156,800032,0.20477227834212106,15,0.15664803542892206
0.1,0.03866941375,800033,0.20907407716301887,14,0.16050870912871354
0.1,0.05223901756,800034,0.21394971431613127,14,0.16514343875257773
0.1,0.01166163844,800035,0.20335478794690276,15,0.15516701406549299
0.1,0.01817512215,800036,0.20421141881567717,12,0.15594508345347075
0.1,0.03791306068,800037,0.20856747763144742,13,0.16028654903798106
0.1,0.0569420759,800038,0.21636095735060637,14,0.16701627148116366
0.1,0.03898905098,800039,0.20927258365338286,14,0.16060510110020088
0.1,0.01857526638,800040,0.20420139360887116,15,0.15600373685415495
0.1,0.03106607447,800041,0.20691661040331699,14,0.15845482149458059
0.1,0.04513295773,800042,0.21071994197457083,16,0.16256934262932679
0.1,0.05374549761,800043,0.2145104243805116,15,0.16572761827245339
0.1,0.02353647923,800044,0.20531600196128363,14,0.15683664326530253
0.1,0.04764605362,800045,0.21195304059001069,15,0.1634415064134267
0.1,0.02807616885,800046,0.20608303746552897,15,0.15776341563158452
0.1,0.03931953966,800047,0.20901559335906708,14,0.16070370591258662
0.1,0.02716885996,800048,0.20586661609552476,16,0.1575637027272932
0.1,0.00698118721,800049,0.20284861542688823,15,0.1548132925138381
0.1,0.04088089995,800050,0.20959191372598099,12,0.16118314716775006
0.1,0.02407776435,800051,0.20513739488367272,12,0.15693741207832365
0.1,0.05023960699,800052,0.21328307076397587,12,0.16438764920532623
0.1,0.03368755698,800053,0.20746668976601604,12,0.15911580754687574
0.1,0.01511315076,800054,0.20361200661517392,13,0.15553638697904371
0.1,0.03312692105,800055,0.20718354367572048,12,0.15897181917055472
0.1,0.04923284634,800056,0.21267148164934066,12,0.16401466944115428
0.1,0.0510249264,800057,0.21360968026030439,13,0.16468010769100316
0.1,0.03487509509,800058,0.20776163269896758,15,0.15943188700126462
0.1,0.03202207048,800059,0.20703206972495031,13,0.15869316661400273
0.1,0.007325868558,800060,0.20305553987951397,15,0.15483139081909744
0.1,0.02458961247,800061,0.2053676938897544,15,0.15703778352739187
0.1,0.02127135859,800062,0.20471871780566317,15,0.15643312484157501
0.1,0.0142091091,800063,0.20365815339215981,14,0.15543348052649153
0.1,0.03250977608,800064,0.20708754156758824,15,0.15881371121085458
0.1,0.07151424191,800065,0.22282599919347726,15,0.17357748901198269
0.1,0.04808169009,800066,0.21257175776951298,15,0.16359775801312806
0.1,0.02517246374,800067,0.20545355472782378,16,0.15715165440986084
0.1,0.01260111688,800068,0.20352868503791638,15,0.15525864854672156
0.1,0.00726589075,800069,0.20298339668671539,15,0.15482744899067216
0.1,0.0170643507,800070,0.20380243593509004,15,0.15578722996076405
