regime,sigma_s,snr_db,xi,z,K,A0,Pe_reference,Pe_interp_free,abs_err_interp_free,rel_err_interp_free,eta_f64,ref_in_range,f64_in_range
strong,0.05,34,1.4141778801262652,0.147954,5,0.25174557294251954,9.51809518906945595e-02,9.51809518906941432e-02,4.163336e-16,4.374128e-15,1.639880e-16,1,1
strong,0.05,40,1.9337574888446682,0.139375,5,0.13393811743906997,7.51875014805424430e-02,7.51875014805424569e-02,1.387779e-17,1.845757e-16,9.789421e-17,1,1
strong,0.05,44,4.1322033168523156,0.402208,5,0.029284525515318058,1.32267304461232832e-01,1.32267304461232582e-01,2.498002e-16,1.888601e-15,2.369591e-16,1,1
strong,0.1,30,2.7496162238106105,3.570369,20,0.016533917938057346,3.62850917462684830e-01,3.62850917462634204e-01,5.062617e-14,1.395233e-13,6.561488e-15,1,1
strong,0.1,34,2.0919962536285857,1.303979,10,0.028563946023828255,2.67454266654322703e-01,2.67454266654319484e-01,3.219647e-15,1.203812e-14,1.150968e-15,1,1
strong,0.1,38,1.7430284358980799,0.571117,10,0.041149458971688743,1.90648328063464517e-01,1.90648328063461880e-01,2.636780e-15,1.383059e-14,5.690562e-16,1,1
strong,0.1,40,4.6918022633583432,3.287435,20,0.0056784756847952931,3.46733306256281737e-01,3.46733306256261642e-01,2.009504e-14,5.795531e-14,4.317486e-15,1,1
strong,0.1,44,0.79491155241475819,0.059302,5,0.19861949508997076,1.22071816662878821e-01,1.22071816662878890e-01,6.938894e-17,5.684272e-16,3.643478e-17,1,1
strong,0.2,30,1.9517080571798575,7.195586,20,0.0082039449129981921,4.26843674031576303e-01,4.26843674033534626e-01,1.958322e-12,4.587915e-12,3.295385e-13,1,1
strong,0.2,34,2.225098070984755,5.901138,20,0.0063117986946323139,4.10071612170264443e-01,4.10071612170213484e-01,5.095924e-14,1.242691e-13,1.715605e-13,1,1
strong,0.2,38,1.1028347124448092,0.914609,10,0.025695280876011795,2.87010199376772357e-01,2.87010199376737773e-01,3.458345e-14,1.204955e-13,4.086563e-14,1,1
strong,0.2,40,1.2266329881038613,0.898778,10,0.020769999012187748,2.71369340696835770e-01,2.71369340696833827e-01,1.942890e-15,7.159579e-15,2.639977e-15,1,1
strong,0.2,44,0.96519880804323677,0.351100,5,0.033547337228860392,2.15213256640240297e-01,2.15213256640239603e-01,6.938894e-16,3.224194e-15,1.056199e-15,1,1
strong,0.3,44,2.94734196771901,7.366860,20,0.0015988456465741464,4.19978650890828864e-01,4.19978650889484939e-01,1.343925e-12,3.199984e-12,5.247584e-14,1,1
weak,0.05,30,2.6400978012653096,7.851588,20,0.071767535553005288,1.11824451567724886e-01,1.11824451480060816e-01,8.766407e-11,7.839437e-10,7.044538e-11,1,1
weak,0.05,38,3.1226535545127785,4.373853,20,0.051288665379283678,4.73292992502384255e-02,4.73292992502400978e-02,1.672273e-15,3.533273e-14,2.162828e-14,1,1
weak,0.05,40,2.7798021210751291,2.752855,20,0.064729486956237398,2.29027606245788863e-02,2.29027606245830739e-02,4.187622e-15,1.828436e-13,2.313625e-15,1,1
weak,0.05,44,1.1810080583273448,0.308388,5,0.3645762520199704,4.77110295003266034e-03,4.77110295003266467e-03,4.336809e-18,9.089740e-16,3.149146e-20,1,1
weak,0.1,38,0.92610933661104911,1.536068,10,0.14604113232059074,7.94051252503190086e-02,7.94051252503190363e-02,2.775558e-17,3.495439e-16,1.037836e-17,1,1
weak,0.1,44,0.78344370530466934,0.549696,10,0.20453272559702551,6.54811728626367578e-02,6.54811728626367856e-02,2.775558e-17,4.238711e-16,1.019505e-19,1,1
weak,0.3,40,0.74107653314191169,7.045644,20,0.025290931088458556,2.83577922192655596e-01,2.83577922192650711e-01,4.884981e-15,1.722624e-14,1.465148e-14,1,1
moderate,0.05,34,1.7760920835848579,0.559394,10,0.15889411338341292,6.80106512719206302e-02,6.80106512719214074e-02,7.771561e-16,1.142698e-14,4.919023e-16,1,1
moderate,0.05,38,4.4795400560466359,2.250607,20,0.024918729695444352,1.70971660148163673e-01,1.70971660148161675e-01,1.998401e-15,1.168850e-14,8.023965e-16,1,1
moderate,0.05,40,2.4068763131416344,0.515789,10,0.08636818753262826,5.28218122423338987e-02,5.28218122423338779e-02,2.081668e-17,3.940925e-16,4.127901e-17,1,1
moderate,0.1,38,2.8055937824768029,3.531474,20,0.015880697936336837,2.38297721684745056e-01,2.38297721684727515e-01,1.754152e-14,7.361180e-14,4.332435e-15,1,1
moderate,0.1,40,0.90944150337755902,0.294105,5,0.15146889761205681,1.03425985028613235e-01,1.03425985028613276e-01,4.163336e-17,4.025426e-16,1.191460e-17,1,1
moderate,0.1,44,2.6189884409349755,1.542306,10,0.018224471063787714,1.39073615233742426e-01,1.39073615233741177e-01,1.249001e-15,8.980862e-15,4.296845e-16,1,1
moderate,0.2,38,0.71294748519081352,0.911899,10,0.061500524038609755,2.57295172844124453e-01,2.57295172844124620e-01,1.665335e-16,6.472467e-16,2.780719e-17,1,1
moderate,0.2,44,2.2961675484849771,4.742217,20,0.0059271256548925127,2.84912169753350986e-01,2.84912169753511080e-01,1.600942e-13,5.619071e-13,9.785300e-14,1,1
strong,0.05,30,4.1452968101666681,2.028612,20,0.029099792256344893,2.97477848941342549e-01,2.97477848941340384e-01,2.164935e-15,7.277634e-15,1.614418e-15,1,1
strong,0.05,34,3.6849450985642109,1.011418,10,0.036826313262001566,2.22853141509731151e-01,2.22853141509732372e-01,1.221245e-15,5.480045e-15,6.755508e-16,1,1
strong,0.05,38,4.8739492795680075,1.116516,10,0.021048645676271068,2.30098104821586658e-01,2.30098104821586880e-01,2.220446e-16,9.649997e-16,7.303112e-16,1,1
strong,0.05,40,2.8264115582202227,0.298154,5,0.062610690929573151,1.14110443734442485e-01,1.14110443734442527e-01,4.163336e-17,3.648515e-16,1.849618e-16,1,1
strong,0.05,44,3.733374516780843,0.328303,5,0.035876871352820597,1.17176833302748487e-01,1.17176833302748529e-01,4.163336e-17,3.553037e-16,1.925141e-16,1,1
strong,0.1,30,0.78720986379978297,0.291428,5,0.20256162602795663,2.40334387030128799e-01,2.40334387030129049e-01,2.498002e-16,1.039386e-15,2.006831e-16,1,1
strong,0.1,34,4.7489908992235694,6.720174,20,0.0055425349677810723,4.08850832559664090e-01,4.08850832559336075e-01,3.280154e-13,8.022862e-13,2.808111e-14,1,1
strong,0.1,38,2.1687419429925057,0.884237,10,0.026577869975160109,2.23521902792377408e-01,2.23521902792378185e-01,7.771561e-16,3.476868e-15,7.036582e-16,1,1
strong,0.1,40,1.850408200090242,0.511287,10,0.036511050895345634,1.75963452278282140e-01,1.75963452278281585e-01,5.551115e-16,3.154698e-15,4.252908e-16,1,1
strong,0.1,44,0.58712859267212669,0.031922,5,0.36897171166104914,1.68183448368895982e-01,1.68183448368895982e-01,0.000000e+00,0.000000e+00,6.233355e-18,1,1
strong,0.2,38,0.70513199213180189,0.373791,5,0.062872360797351187,2.85777555687775908e-01,2.85777555687775964e-01,5.551115e-17,1.942460e-16,1.687041e-16,1,1
strong,0.2,40,2.1366928494099753,2.727228,20,0.0068449063951935051,3.44692012960305882e-01,3.44692012960254424e-01,5.145884e-14,1.492893e-13,5.127733e-15,1,1
strong,0.2,44,2.0316250753513052,1.555693,10,0.0075712041357298256,2.88190240298906775e-01,2.88190240299002198e-01,9.542367e-14,3.311135e-13,7.079268e-15,1,1
strong,0.3,38,1.5551917085436655,4.092495,20,0.0057424976206021956,3.95945640269664501e-01,3.95945640269502519e-01,1.619815e-13,4.091004e-13,6.949202e-14,1,1
strong,0.3,40,0.56583893641401617,0.430266,5,0.043386249697734761,3.43570618894829927e-01,3.43570618894829927e-01,0.000000e+00,0.000000e+00,9.802938e-17,1,1
strong,0.3,44,1.3754349253812417,1.604352,10,0.0073415768165187795,3.18967837132377530e-01,3.18967837132383636e-01,6.106227e-15,1.914371e-14,7.867943e-15,1,1
weak,0.05,34,2.385923020244058,4.045071,20,0.087894029891443459,4.78669051936524842e-02,4.78669051935298739e-02,1.226103e-13,2.561483e-12,9.641378e-14,1,1
weak,0.05,44,2.9524840677095585,1.959593,10,0.057374585180943266,1.16190251095782491e-02,1.16190251095786706e-02,4.215378e-16,3.627996e-14,3.140183e-16,1,1
weak,0.1,44,0.50217019900498883,0.217170,5,0.51770859078564835,1.59927721131143230e-01,1.59927721131143147e-01,8.326673e-17,5.206522e-16,1.161565e-21,1,1
weak,0.2,38,0.63254811656568399,2.870690,20,0.078144660104159935,2.37034923034028261e-01,2.37034923034028316e-01,5.551115e-17,2.341898e-16,7.858379e-17,1,1
moderate,0.05,30,2.4423283836276819,1.679537,10,0.083875656287438607,1.51027092655268036e-01,1.51027092655266815e-01,1.221245e-15,8.086267e-15,5.817492e-16,1,1
moderate,0.05,34,2.9221342556221725,1.517490,10,0.058573311864480247,1.34106912481433971e-01,1.34106912481433527e-01,4.440892e-16,3.311457e-15,3.707763e-16,1,1
moderate,0.05,38,2.0578656478226192,0.474378,5,0.11822277012446709,5.23520513509165841e-02,5.23520513509166466e-02,6.245005e-17,1.192886e-15,4.378774e-17,1,1
moderate,0.05,40,2.3251196314277167,0.481293,5,0.092558486254285671,4.99073752151100170e-02,4.99073752151098990e-02,1.179612e-16,2.363602e-15,3.720833e-17,1,1
moderate,0.05,44,4.3394646945663844,1.058527,10,0.026553608910650991,9.34040384692646219e-02,9.34040384692647052e-02,8.326673e-17,8.914682e-16,1.340425e-16,1,1
moderate,0.1,30,1.9397384056414262,4.239953,20,0.033224959584546923,2.79806696256070242e-01,2.79806696255946008e-01,1.242340e-13,4.439992e-13,6.537819e-14,1,1
moderate,0.1,34,2.3099899081128381,3.794160,20,0.02342663542131292,2.55580850953629646e-01,2.55580850953663230e-01,3.358425e-14,1.314036e-13,2.318793e-14,1,1
moderate,0.1,38,0.84504665039092886,0.319408,5,0.17558165398536596,1.25389337918949573e-01,1.25389337918949573e-01,0.000000e+00,0.000000e+00,9.969042e-18,1,1
moderate,0.1,40,3.0442057969556986,3.302608,20,0.013488653022110417,2.26980458968067234e-01,2.26980458968066345e-01,8.881784e-16,3.913017e-15,3.138784e-15,1,1
moderate,0.1,44,4.6688813349264695,4.901624,20,0.0057343675016468523,2.70888797162727180e-01,2.70888797162732342e-01,5.162537e-15,1.905777e-14,9.029302e-15,1,1
moderate,0.2,38,0.90196340687707544,1.459817,10,0.038417313842683688,2.49970341720666039e-01,2.49970341720665901e-01,1.387779e-16,5.551774e-16,1.479192e-16,1,1
moderate,0.3,44,1.7351399037124475,6.092931,20,0.0046131680140954843,3.31820015677410041e-01,3.31820015677067204e-01,3.428369e-13,1.033201e-12,4.701907e-13,1,1
strong,0.05,30,3.2450293909783947,1.243001,10,0.04749165299871675,2.47614926896635945e-01,2.47614926896634779e-01,1.165734e-15,4.707851e-15,8.901638e-16,1,1
strong,0.05,34,3.7256664750314159,1.033901,10,0.036025509883901512,2.25044981715640885e-01,2.25044981715641551e-01,6.661338e-16,2.960003e-15,6.921519e-16,1,1
strong,0.05,38,1.8719642115265815,0.164386,5,0.14296329597490148,8.58346888372609473e-02,8.58346888372609473e-02,0.000000e+00,0.000000e+00,1.207603e-16,1,1
strong,0.05,40,3.5719303622481093,0.476286,5,0.03919413939017561,1.48547320774865377e-01,1.48547320774865099e-01,2.775558e-16,1.868467e-15,2.921924e-16,1,1
strong,0.05,44,2.8407502561242888,0.190037,5,0.061979789606627887,8.37541067749002777e-02,8.37541067749000973e-02,1.804112e-16,2.154058e-15,1.125182e-16,1,1
strong,0.1,30,1.9655412533207779,1.824335,10,0.032358198121754403,3.07041465150372339e-01,3.07041465150368786e-01,3.552714e-15,1.157079e-14,2.484467e-15,1,1
strong,0.1,34,4.8456854084170269,6.996621,20,0.0053235409583074272,4.11645477809270188e-01,4.11645477808863181e-01,4.070078e-13,9.887337e-13,3.174031e-14,1,1
strong,0.1,38,3.8446804560895687,2.779053,20,0.008456527959317622,3.31935981349108233e-01,3.31935981349087417e-01,2.081668e-14,6.271294e-14,3.199038e-15,1,1
strong,0.1,40,4.0704647015011943,2.474371,20,0.0075443890414330639,3.19051659849239833e-01,3.19051659849228841e-01,1.099121e-14,3.444962e-14,2.462769e-15,1,1
strong,0.1,44,1.7636903964037984,0.293065,5,0.040190685162478604,1.29397921696156298e-01,1.29397921696158935e-01,2.636780e-15,2.037730e-14,4.295578e-16,1,1
strong,0.2,34,0.98795610390449584,1.163259,10,0.032019352797487161,3.25765184859430790e-01,3.25765184859417190e-01,1.360023e-14,4.174857e-14,5.615083e-15,1,1
strong,0.2,44,3.7743136635741661,5.369263,20,0.002193684746153955,3.93452939311339955e-01,3.93452939311128125e-01,2.118306e-13,5.383885e-13,1.539453e-14,1,1
strong,0.3,40,1.9379758072150586,5.047980,20,0.003698037334825168,4.02680406361355880e-01,4.02680406361582754e-01,2.268741e-13,5.634098e-13,6.518293e-14,1,1
strong,0.3,44,0.58179727781825163,0.287013,5,0.041038062324506304,3.09556954894808611e-01,3.09556954894808500e-01,1.110223e-16,3.586490e-16,6.798560e-17,1,1
weak,0.05,34,1.1411659007591768,0.907423,10,0.39181043236213758,2.30941382146218829e-02,2.30941382146218621e-02,2.081668e-17,9.013838e-16,2.016198e-18,1,1
weak,0.05,38,3.7097271532289247,6.173771,20,0.036335822366493596,7.47966386864026278e-02,7.47966386862293220e-02,1.733058e-13,2.317027e-12,1.209522e-13,1,1
weak,0.05,40,4.4937640903098233,7.196372,20,0.024761213155477666,8.88283060455537093e-02,8.88283060461183688e-02,5.646594e-13,6.356751e-12,2.511800e-13,1,1
weak,0.05,44,3.7959457286547851,3.239746,20,0.034703603326345277,2.70371205045724754e-02,2.70371205045818984e-02,9.423018e-15,3.485215e-13,2.658018e-15,1,1
moderate,0.05,30,1.4344597285837939,0.576005,10,0.24456771895975488,8.48309591922624256e-02,8.48309591922635775e-02,1.151856e-15,1.357825e-14,1.613203e-15,1,1
moderate,0.05,34,2.7021345343642045,1.297447,10,0.068507152993375536,1.20183440765831470e-01,1.20183440765830651e-01,8.187895e-16,6.812831e-15,2.695325e-16,1,1
moderate,0.05,38,4.7314605817166813,2.510891,20,0.022335607875725302,1.83702597573138698e-01,1.83702597573134341e-01,4.357625e-15,2.372109e-14,1.039560e-15,1,1
moderate,0.05,40,3.6447731118586342,1.183434,10,0.037642771201449342,1.05216936711166081e-01,1.05216936711165707e-01,3.747003e-16,3.561216e-15,1.787921e-16,1,1
moderate,0.05,44,3.4237530674047969,0.658859,10,0.042661195460481402,6.13898225273237785e-02,6.13898225273237300e-02,4.857226e-17,7.912103e-16,5.360640e-17,1,1
moderate,0.1,30,1.9841953866730559,4.436569,20,0.031752529573780761,2.84198709474857758e-01,2.84198709474253519e-01,6.042389e-13,2.126114e-12,1.095516e-13,1,1
moderate,0.1,34,2.0718465731091031,3.052105,20,0.029122323906348693,2.32972283344946629e-01,2.32972283344935249e-01,1.137979e-14,4.884609e-14,2.181194e-14,1,1
moderate,0.1,38,2.2693169141309117,2.310385,20,0.024273996251553173,1.92337316624025811e-01,1.92337316624033861e-01,8.049117e-15,4.184896e-14,8.451222e-15,1,1
moderate,0.1,40,3.9407784620244928,5.534485,20,0.0080491181837759884,2.89111561871490008e-01,2.89111561871570721e-01,8.071321e-14,2.791767e-13,1.525475e-14,1,1
moderate,0.1,44,3.2858719118893704,2.427795,20,0.011577468195755463,1.85565990212274073e-01,1.85565990212271714e-01,2.359224e-15,1.271367e-14,1.128713e-15,1,1
moderate,0.2,30,0.76305371917161513,2.624080,20,0.053684452980667527,3.42257843725564836e-01,3.42257843725564892e-01,5.551115e-17,1.621910e-16,3.130501e-16,1,1
moderate,0.2,40,0.83346773074790759,0.990096,10,0.044993329767053218,2.27118263687348054e-01,2.27118263687348165e-01,1.110223e-16,4.888304e-16,5.164837e-17,1,1
moderate,0.2,44,1.0848537385795476,1.058503,10,0.026554217725517762,1.78946685251187759e-01,1.78946685251188176e-01,4.163336e-16,2.326579e-15,2.410967e-16,1,1
moderate,0.3,38,1.261937413200628,6.430296,20,0.0087215688164683693,3.63316713045766959e-01,3.63316713045662709e-01,1.042499e-13,2.869396e-13,1.740902e-14,1,1
strong,0.05,30,1.1042994122432641,0.140516,5,0.42010930382109829,1.17880319100016701e-01,1.17880319100006403e-01,1.029732e-14,8.735401e-14,3.609755e-15,1,1
strong,0.05,34,3.7779051024071211,1.063104,10,0.035035905265918522,2.27835918221650863e-01,2.27835918221650890e-01,2.775558e-17,1.218227e-16,7.138226e-16,1,1
strong,0.05,38,3.5145088018074908,0.580480,10,0.040485707679691757,1.67016133293958202e-01,1.67016133293958563e-01,3.608225e-16,2.160405e-15,3.643613e-16,1,1
strong,0.05,40,3.858064262739314,0.555669,10,0.033594856952876992,1.61569945412226551e-01,1.61569945412226357e-01,1.942890e-16,1.202507e-15,3.415848e-16,1,1
strong,0.05,44,3.1769527721338142,0.237710,5,0.049549664857467764,9.61798233880230141e-02,9.61798233880229031e-02,1.110223e-16,1.154320e-15,1.395168e-16,1,1
strong,0.1,30,3.4318165459581307,5.561897,20,0.010613679086171612,3.97415546625035088e-01,3.97415546624969251e-01,6.583623e-14,1.656609e-13,1.823491e-14,1,1
strong,0.1,34,1.451515010787239,0.627608,10,0.059347253703095765,2.15335463565739960e-01,2.15335463565764940e-01,2.498002e-14,1.160051e-13,3.685451e-14,1,1
strong,0.1,38,3.9090204871899257,2.872846,20,0.0081804374796075677,3.35122863876652799e-01,3.35122863876646582e-01,6.217249e-15,1.855215e-14,3.411540e-15,1,1
strong,0.1,40,4.5352636823759021,3.071727,20,0.0060772381550304672,3.40247164685836212e-01,3.40247164685827386e-01,8.826273e-15,2.594077e-14,3.771922e-15,1,1
strong,0.1,44,1.466646594842846,0.202629,5,0.058128234727136692,1.13693730791067704e-01,1.13693730791068148e-01,4.440892e-16,3.906013e-15,4.731495e-16,1,1
strong,0.2,34,2.1179166671977354,5.346319,20,0.0069668110386289376,4.04164252229203658e-01,4.04164252228326859e-01,8.767986e-13,2.169412e-12,1.089384e-13,1,1
strong,0.2,38,0.96383971084533515,0.698565,10,0.033642031742285985,2.80833796154638882e-01,2.80833796154634996e-01,3.885781e-15,1.383658e-14,2.210374e-15,1,1
strong,0.2,44,3.0759080804645054,3.566032,20,0.0033029629843058113,3.60339968524133969e-01,3.60339968524105103e-01,2.886580e-14,8.010712e-14,6.045480e-15,1,1
weak,0.05,34,3.3033873168268846,7.758110,20,0.045827862892534252,1.03191340062804324e-01,1.03191340062949166e-01,1.448425e-13,1.403630e-12,1.319403e-12,1,1
weak,0.05,40,4.7123785330942427,7.913659,20,0.022516878878176209,9.95941994729633295e-02,9.95941994701057820e-02,2.857548e-12,2.869191e-11,4.660527e-13,1,1
weak,0.05,44,4.0366824454690642,3.663785,20,0.030687077346212111,3.29330466698158353e-02,3.29330466698094307e-02,6.404599e-15,1.944733e-13,4.729863e-15,1,1
weak,0.1,40,1.7693036355372558,4.461911,20,0.039936002938804775,7.11296071239588407e-02,7.11296071239893024e-02,3.046174e-14,4.282569e-13,1.372241e-14,1,1
weak,0.1,44,1.4624734641705646,1.923189,10,0.058460646712072933,2.90408280872548122e-02,2.90408280872543889e-02,4.232725e-16,1.457508e-14,1.078656e-16,1,1
moderate,0.05,30,4.8188434135223392,6.542207,20,0.021532839347193633,3.07737267913694545e-01,3.07737267913717971e-01,2.342571e-14,7.612242e-14,2.707068e-14,1,1
moderate,0.05,34,4.6102187683838149,3.778143,20,0.02352595050661082,2.36654999344627553e-01,2.36654999344616035e-01,1.151856e-14,4.867239e-14,3.710863e-15,1,1
moderate,0.05,38,2.5603944072276601,0.734927,10,0.076309968141351076,7.34344230066377307e-02,7.34344230066379666e-02,2.359224e-16,3.212695e-15,8.143954e-17,1,1
moderate,0.05,40,2.5285121949832265,0.569310,10,0.078248671700846512,5.73305746883297843e-02,5.73305746883297843e-02,0.000000e+00,0.000000e+00,4.821477e-17,1,1
moderate,0.05,44,3.0116164536272474,0.509730,10,0.055142389355143276,4.85048044332769407e-02,4.85048044332769615e-02,2.081668e-17,4.291674e-16,3.340470e-17,1,1
moderate,0.1,30,0.73390483725443523,0.603496,10,0.23342713928539729,2.12782070083997160e-01,2.12782070083997188e-01,2.775558e-17,1.304413e-16,1.596363e-17,1,1
moderate,0.1,34,3.0469845923619374,6.601604,20,0.013464060671521689,3.16715987903938900e-01,3.16715987904174767e-01,2.358669e-13,7.447268e-13,4.221720e-14,1,1
moderate,0.1,38,3.338827911373857,5.001486,20,0.011213120367141447,2.79212057200625141e-01,2.79212057200627639e-01,2.498002e-15,8.946612e-15,1.185640e-14,1,1
moderate,0.1,40,1.867381725893364,1.242608,10,0.035850185589469202,1.32308155265303262e-01,1.32308155265349114e-01,4.585221e-14,3.465562e-13,1.682626e-14,1,1
moderate,0.1,44,2.4114945028113608,1.307589,10,0.021495835316329634,1.24718285769456344e-01,1.24718285769455081e-01,1.262879e-15,1.012585e-14,3.170150e-16,1,1
moderate,0.2,40,2.2688614884312814,7.338211,20,0.0060706525790572554,3.39060886114718851e-01,3.39060886122751981e-01,8.033130e-12,2.369229e-11,3.197970e-12,1,1
moderate,0.3,38,1.3761932837112303,7.647421,20,0.0073334877467632481,3.73133963961901238e-01,3.73133963961521431e-01,3.798073e-13,1.017885e-12,6.961387e-14,1,1
moderate,0.3,40,1.1370893079958813,4.147086,20,0.010741934947366291,3.28125470621076276e-01,3.28125470621074555e-01,1.720846e-15,5.244475e-15,3.468025e-15,1,1
strong,0.05,30,2.0256473028241122,0.483773,5,0.12202448339860482,1.65824377551315127e-01,1.65824377551320623e-01,5.495604e-15,3.314111e-14,4.959418e-16,1,1
strong,0.05,34,4.4940621633885325,1.504439,10,0.024757928297060441,2.63643081578608773e-01,2.63643081578608829e-01,5.551115e-17,2.105542e-16,1.054412e-15,1,1
strong,0.05,38,3.5266167189461748,0.584488,10,0.040208107335205572,1.67617141900569727e-01,1.67617141900568090e-01,1.637579e-15,9.769758e-15,3.668835e-16,1,1
strong,0.05,40,1.740517541034176,0.112800,5,0.16549368546050947,6.80162426468195191e-02,6.80162426468194775e-02,4.163336e-17,6.121091e-16,8.596674e-17,1,1
strong,0.05,44,4.5088116203706727,0.478874,5,0.024596197649575671,1.46382027755863731e-01,1.46382027755864286e-01,5.551115e-16,3.792211e-15,2.839618e-16,1,1
strong,0.1,30,1.4854474121266039,1.041770,10,0.05666527174115514,2.66542050063971525e-01,2.66542050063890201e-01,8.132384e-14,3.051070e-13,1.042296e-13,1,1
strong,0.1,34,1.106181966288099,0.364264,5,0.10225211586836853,1.95685883255628384e-01,1.95685883255606541e-01,2.184364e-14,1.116260e-13,9.360322e-15,1,1
strong,0.1,38,1.8839139304170425,0.667199,10,0.035223606702949752,2.01411201178654298e-01,2.01411201178652965e-01,1.332268e-15,6.614665e-15,5.647799e-16,1,1
strong,0.1,40,2.4087598932898087,0.866461,10,0.021544674320808848,2.17006820000153755e-01,2.17006820000153172e-01,5.828671e-16,2.685939e-15,6.448903e-16,1,1
strong,0.1,44,4.7453047356654219,2.121808,20,0.0055511492639101837,3.00871674680940004e-01,3.00871674680937673e-01,2.331468e-15,7.749046e-15,1.717465e-15,1,1
strong,0.2,34,1.0657548156388739,1.353710,10,0.027514600836343939,3.30005232788427194e-01,3.30005232788437297e-01,1.010303e-14,3.061476e-14,2.670323e-14,1,1
strong,0.2,38,1.0681072656047346,0.857909,10,0.027393519771521154,2.85108497007718009e-01,2.85108497007769301e-01,5.129230e-14,1.799045e-13,1.424451e-14,1,1
strong,0.2,44,2.6053237637344235,2.558359,20,0.004603915888888652,3.31387501853579902e-01,3.31387501853566191e-01,1.371125e-14,4.137529e-14,3.340182e-15,1,1
strong,0.3,30,0.87468993845154352,3.251754,20,0.018153953989084724,4.20201076073357882e-01,4.20201076073358770e-01,8.881784e-16,2.113699e-15,5.046123e-15,1,1
strong,0.3,40,2.199687191983887,6.503438,20,0.0028704232994193309,4.17166918606046766e-01,4.17166918605346382e-01,7.003842e-13,1.678906e-12,1.568334e-13,1,1
weak,0.05,34,3.3112416432979765,7.795060,20,0.045610631756365372,1.03730528131843094e-01,1.03730528124287957e-01,7.555137e-12,7.283427e-11,3.430781e-12,1,1
weak,0.05,40,3.0415304259175922,3.296018,20,0.0540624834103497,3.00706258918004808e-02,3.00706258918062019e-02,5.721118e-15,1.902560e-13,5.505241e-15,1,1
weak,0.05,44,3.772851088211373,3.200436,20,0.03512985462022053,2.65056824831283420e-02,2.65056824831319364e-02,3.594347e-15,1.356067e-13,2.511947e-15,1,1
weak,0.1,38,1.3175793940565612,3.114078,20,0.072037068595179679,6.92716413437406558e-02,6.92716413437391432e-02,1.512679e-15,2.183691e-14,7.217960e-16,1,1
weak,0.2,38,0.57375128976191347,2.361169,20,0.095007637692171867,2.50554873150184876e-01,2.50554873150185042e-01,1.665335e-16,6.646586e-16,2.396910e-17,1,1
moderate,0.05,30,3.7681044062663847,3.999959,20,0.035218435579036374,2.47284244339206816e-01,2.47284244339228965e-01,2.214895e-14,8.956879e-14,4.938164e-15,1,1
moderate,0.05,34,3.385231413188424,2.036860,20,0.043637954116365611,1.63634606521452841e-01,1.63634606521450954e-01,1.887379e-15,1.153411e-14,7.000589e-16,1,1
moderate,0.05,38,2.0106507424334299,0.452798,5,0.12385710557474344,5.06117828954460239e-02,5.06117828954461002e-02,7.632783e-17,1.508104e-15,4.165626e-17,1,1
moderate,0.05,40,1.4223658772677992,0.179044,5,0.24880945557390408,2.72420028425655950e-02,2.72420028425655047e-02,9.020562e-17,3.311270e-15,7.506987e-17,1,1
moderate,0.05,44,4.7764703973118747,1.282485,10,0.021916609179192529,1.09651917249853403e-01,1.09651917249853126e-01,2.775558e-16,2.531244e-15,1.962738e-16,1,1
moderate,0.1,38,1.0379286851082137,0.482732,5,0.11617683006917623,1.13922742706809590e-01,1.13922742706809521e-01,6.938894e-17,6.090877e-16,5.195116e-17,1,1
moderate,0.1,40,1.5171628385054641,0.820103,10,0.054319657092963901,1.08491778260408983e-01,1.08491778260410676e-01,1.693090e-15,1.560570e-14,7.949142e-16,1,1
moderate,0.1,44,2.9789772442254834,1.995459,10,0.014085842546111414,1.64298343709530587e-01,1.64298343709528838e-01,1.748601e-15,1.064284e-14,7.238709e-16,1,1
moderate,0.2,34,0.63557379210069775,1.148354,10,0.077401579009342775,3.05693786089119068e-01,3.05693786089119068e-01,0.000000e+00,0.000000e+00,3.365659e-17,1,1
moderate,0.2,38,2.0521512148693857,7.557746,20,0.0074205019760186569,3.46859191459934602e-01,3.46859191462499439e-01,2.564837e-12,7.394462e-12,1.523689e-12,1,1
moderate,0.3,30,0.68461234935059445,4.753518,20,0.029635371055507845,4.06342044693020599e-01,4.06342044693020266e-01,3.330669e-16,8.196713e-16,1.150560e-15,1,1
moderate,0.3,38,0.74874466503862469,2.263618,20,0.024775504188357188,3.31965040572420877e-01,3.31965040572420600e-01,2.775558e-16,8.360994e-16,2.140052e-16,1,1
strong,0.05,30,4.6328724878101308,2.533960,20,0.023296418310756829,3.20127814397306254e-01,3.20127814397306310e-01,5.551115e-17,1.734031e-16,2.506020e-15,1,1
strong,0.05,34,0.95355974167845436,0.063575,5,0.58586867500531437,9.12175976129074723e-02,9.12175976129074306e-02,4.163336e-17,4.564181e-16,1.389205e-16,1,1
strong,0.05,38,2.2835513738495088,0.244893,5,0.095964777627895098,1.05005801490185999e-01,1.05005801490185915e-01,8.326673e-17,7.929726e-16,1.627893e-16,1,1
strong,0.05,40,3.5738573349590816,0.476800,5,0.039151873628269024,1.48635667010245609e-01,1.48635667010245553e-01,5.551115e-17,3.734713e-16,2.925096e-16,1,1
strong,0.05,44,3.9378260528684099,0.365253,5,0.03224744594345208,1.24922728104961911e-01,1.24922728104961855e-01,5.551115e-17,4.443639e-16,2.146181e-16,1,1
