regime,sigma_s,xi,snr_db,K,A0,z,admissible,max_abs_ak,eta_f64,first_omitted,Pe_series
weak,0.05,2.511,38,5,7.934519e-02,2.8273,0,1.416392e+02,3.145022e-14,1.135299e-01,-9.264868e-02
weak,0.05,2.511,38,10,7.934519e-02,2.8273,0,1.416392e+02,3.145022e-14,2.447626e-07,2.561182e-02
weak,0.05,2.511,38,20,7.934519e-02,2.8273,1,1.416392e+02,3.145022e-14,1.975613e-22,2.561207e-02
weak,0.05,2.511,40,5,7.934519e-02,2.2458,0,3.397688e+01,7.544383e-15,1.429257e-02,2.057429e-03
weak,0.05,2.511,40,10,7.934519e-02,2.2458,0,3.397688e+01,7.544383e-15,9.744174e-09,1.684766e-02
weak,0.05,2.511,40,20,7.934519e-02,2.2458,1,3.397688e+01,7.544383e-15,7.865058e-25,1.684767e-02
weak,0.05,2.511,42,5,7.934519e-02,1.7839,0,8.150486e+00,1.809771e-15,1.799328e-03,8.932872e-03
weak,0.05,2.511,42,10,7.934519e-02,1.7839,1,8.150486e+00,1.809771e-15,3.879226e-10,1.078439e-02
weak,0.05,2.511,42,20,7.934519e-02,1.7839,1,8.150486e+00,1.809771e-15,3.131136e-27,1.078439e-02
weak,0.05,2.511,44,5,7.934519e-02,1.4170,0,1.955165e+00,4.341339e-16,2.265220e-04,6.497414e-03
weak,0.05,2.511,44,10,7.934519e-02,1.4170,1,1.955165e+00,4.341339e-16,1.544348e-11,6.729393e-03
weak,0.05,2.511,44,20,7.934519e-02,1.4170,1,1.955165e+00,4.341339e-16,1.246528e-29,6.729393e-03
weak,0.05,2.511,46,5,7.934519e-02,1.1256,0,4.690115e-01,1.041415e-16,2.851743e-05,4.071778e-03
weak,0.05,2.511,46,10,7.934519e-02,1.1256,1,4.690115e-01,1.041415e-16,6.148158e-13,4.100864e-03
weak,0.05,2.511,46,20,7.934519e-02,1.1256,1,4.690115e-01,1.041415e-16,4.962516e-32,4.100864e-03
weak,0.05,2.511,48,5,7.934519e-02,0.8941,0,1.125080e-01,2.498180e-17,3.590132e-06,2.441455e-03
weak,0.05,2.511,48,10,7.934519e-02,0.8941,1,1.125080e-01,2.498180e-17,2.447626e-14,2.445104e-03
weak,0.05,2.511,48,20,7.934519e-02,0.8941,1,1.125080e-01,2.498180e-17,1.975613e-34,2.445104e-03
weak,0.05,2.511,50,5,7.934519e-02,0.7102,0,2.698880e-02,5.992717e-18,4.519708e-07,1.428557e-03
weak,0.05,2.511,50,10,7.934519e-02,0.7102,1,2.698880e-02,5.992717e-18,9.744174e-16,1.429015e-03
weak,0.05,2.511,50,20,7.934519e-02,0.7102,1,2.698880e-02,5.992717e-18,7.865058e-37,1.429015e-03
weak,0.05,3.104,20,5,5.190725e-02,34.3287,0,8.465442e+09,1.879706e-06,8.465442e+09,-5.629543e+08
weak,0.05,3.104,20,10,5.190725e-02,34.3287,0,1.218823e+10,2.706331e-06,9.981376e+08,-1.136271e+09
weak,0.05,3.104,20,20,5.190725e-02,34.3287,0,1.218823e+10,2.706331e-06,3.921122e+04,-4.227422e+04
weak,0.05,3.104,22,5,5.190725e-02,27.2683,0,8.375584e+08,1.859753e-07,8.084434e+08,3.001129e+07
weak,0.05,3.104,22,10,5.190725e-02,27.2683,0,1.218823e+09,2.706331e-07,3.973657e+07,-4.446141e+07
weak,0.05,3.104,22,20,5.190725e-02,27.2683,0,1.218823e+09,2.706331e-07,1.561027e+02,-1.661323e+02
weak,0.05,3.104,24,5,5.190725e-02,21.6600,0,1.006967e+08,2.235915e-08,7.720575e+07,1.445391e+07
weak,0.05,3.104,24,10,5.190725e-02,21.6600,0,1.218823e+08,2.706331e-08,1.581941e+06,-1.742887e+06
weak,0.05,3.104,24,20,5.190725e-02,21.6600,0,1.218823e+08,2.706331e-08,6.214559e-01,-3.925883e-01
weak,0.05,3.104,26,5,5.190725e-02,17.2051,0,1.210640e+07,2.688161e-09,8.429175e+06,2.947078e+06
weak,0.05,3.104,26,10,5.190725e-02,17.2051,0,1.218823e+07,2.706331e-09,6.297822e+04,-6.843834e+04
weak,0.05,3.104,26,20,5.190725e-02,17.2051,0,1.218823e+07,2.706331e-09,2.474060e-03,2.232489e-01
weak,0.05,3.104,28,5,5.190725e-02,13.6665,0,1.455510e+06,3.231881e-10,1.061170e+06,4.898343e+05
weak,0.05,3.104,28,10,5.190725e-02,13.6665,0,1.455510e+06,3.231881e-10,2.507208e+03,-2.691546e+03
weak,0.05,3.104,28,20,5.190725e-02,13.6665,0,1.455510e+06,3.231881e-10,9.849412e-06,1.880094e-01
weak,0.05,3.104,30,5,5.190725e-02,10.8557,0,1.749908e+05,3.885575e-11,1.335934e+05,7.416236e+04
weak,0.05,3.104,30,10,5.190725e-02,10.8557,0,1.749908e+05,3.885575e-11,9.981376e+01,-1.058742e+02
weak,0.05,3.104,30,20,5.190725e-02,10.8557,0,1.749908e+05,3.885575e-11,3.921122e-08,1.517863e-01
weak,0.05,3.104,32,5,5.190725e-02,8.6230,0,2.103852e+04,4.671489e-12,1.681841e+04,1.064793e+04
weak,0.05,3.104,32,10,5.190725e-02,8.6230,0,2.103852e+04,4.671489e-12,3.973657e+00,-4.063379e+00
weak,0.05,3.104,32,20,5.190725e-02,8.6230,0,2.103852e+04,4.671489e-12,1.561027e-10,1.186571e-01
weak,0.05,3.104,34,5,5.190725e-02,6.8495,0,2.529386e+03,5.616365e-13,2.117313e+03,1.477892e+03
weak,0.05,3.104,34,10,5.190725e-02,6.8495,0,2.529386e+03,5.616365e-13,1.581941e-01,-7.540019e-02
weak,0.05,3.104,34,20,5.190725e-02,6.8495,1,2.529386e+03,5.616365e-13,6.214559e-13,8.975927e-02
weak,0.05,3.104,36,5,5.190725e-02,5.4407,0,3.834719e+02,8.514786e-14,2.665539e+02,2.004599e+02
weak,0.05,3.104,36,10,5.190725e-02,5.4407,0,3.834719e+02,8.514786e-14,6.297822e-03,5.916895e-02
weak,0.05,3.104,36,20,5.190725e-02,5.4407,1,3.834719e+02,8.514786e-14,2.474060e-15,6.569882e-02
weak,0.05,3.104,38,5,5.190725e-02,4.3217,0,9.242689e+01,2.052289e-14,3.355715e+01,2.677106e+01
weak,0.05,3.104,38,10,5.190725e-02,4.3217,0,9.242689e+01,2.052289e-14,2.507208e-04,4.629377e-02
weak,0.05,3.104,38,20,5.190725e-02,4.3217,1,9.242689e+01,2.052289e-14,9.849412e-18,4.655220e-02
weak,0.05,3.104,40,5,5.190725e-02,3.4329,0,2.321659e+01,5.155118e-15,4.224595e+00,3.552098e+00
weak,0.05,3.104,40,10,5.190725e-02,3.4329,0,2.321659e+01,5.155118e-15,9.981376e-06,3.195235e-02
weak,0.05,3.104,40,20,5.190725e-02,3.4329,1,2.321659e+01,5.155118e-15,3.921122e-20,3.196258e-02
weak,0.05,3.104,42,5,5.190725e-02,2.7268,0,6.783120e+00,1.506155e-15,5.318450e-01,4.806238e-01
weak,0.05,3.104,42,10,5.190725e-02,2.7268,0,6.783120e+00,1.506155e-15,3.973657e-07,2.129260e-02
weak,0.05,3.104,42,20,5.190725e-02,2.7268,1,6.783120e+00,1.506155e-15,1.561027e-22,2.129301e-02
weak,0.05,3.104,44,5,5.190725e-02,2.1660,0,2.068329e+00,4.592613e-16,6.695532e-02,7.328790e-02
weak,0.05,3.104,44,10,5.190725e-02,2.1660,0,2.068329e+00,4.592613e-16,1.581941e-08,1.378532e-02
weak,0.05,3.104,44,20,5.190725e-02,2.1660,1,2.068329e+00,4.592613e-16,6.214559e-25,1.378534e-02
weak,0.05,3.104,46,5,5.190725e-02,1.7205,0,6.540630e-01,1.452312e-16,8.429175e-03,1.635303e-02
weak,0.05,3.104,46,10,5.190725e-02,1.7205,1,6.540630e-01,1.452312e-16,6.297822e-10,8.688686e-03
weak,0.05,3.104,46,20,5.190725e-02,1.7205,1,6.540630e-01,1.452312e-16,2.474060e-27,8.688687e-03
weak,0.05,3.104,48,5,5.190725e-02,1.3667,0,2.068329e-01,4.592613e-17,1.061170e-03,6.324313e-03
weak,0.05,3.104,48,10,5.190725e-02,1.3667,1,2.068329e-01,4.592613e-17,2.507208e-11,5.341522e-03
weak,0.05,3.104,48,20,5.190725e-02,1.3667,1,2.068329e-01,4.592613e-17,9.849412e-30,5.341522e-03
weak,0.05,3.104,50,5,5.190725e-02,1.0856,0,7.514652e-02,1.668588e-17,1.335934e-04,3.334707e-03
weak,0.05,3.104,50,10,5.190725e-02,1.0856,1,7.514652e-02,1.668588e-17,9.981376e-13,3.209135e-03
weak,0.05,3.104,50,20,5.190725e-02,1.0856,1,7.514652e-02,1.668588e-17,3.921122e-32,3.209135e-03
weak,0.05,3.912,20,5,3.267471e-02,54.5348,0,1.672135e+11,3.712886e-05,1.672135e+11,-3.336390e+13
weak,0.05,3.912,20,10,3.267471e-02,54.5348,0,4.578475e+13,1.016626e-02,4.578475e+13,-2.876078e+13
weak,0.05,3.912,20,20,3.267471e-02,54.5348,0,4.578475e+13,1.016626e-02,6.866496e+09,-7.585424e+09
weak,0.05,3.912,22,5,3.267471e-02,43.3185,0,1.596877e+10,3.545778e-06,1.596877e+10,-9.781929e+11
weak,0.05,3.912,22,10,3.267471e-02,43.3185,0,1.382677e+12,3.070161e-04,1.382677e+12,-8.053013e+11
weak,0.05,3.912,22,20,3.267471e-02,43.3185,0,1.382677e+12,3.070161e-04,2.733601e+07,-2.977754e+07
weak,0.05,3.912,24,5,3.267471e-02,34.4091,0,1.525005e+09,3.386192e-07,1.525005e+09,-2.815974e+10
weak,0.05,3.912,24,10,3.267471e-02,34.4091,0,4.175619e+10,9.271737e-06,4.175619e+10,-2.208039e+10
weak,0.05,3.912,24,20,3.267471e-02,34.4091,0,4.175619e+10,9.271737e-06,1.088266e+05,-1.170853e+05
weak,0.05,3.912,26,5,3.267471e-02,27.3322,0,1.456369e+08,3.233788e-08,1.456369e+08,-7.466155e+08
weak,0.05,3.912,26,10,3.267471e-02,27.3322,0,1.261017e+09,2.800020e-07,1.261017e+09,-5.860954e+08
weak,0.05,3.912,26,20,3.267471e-02,27.3322,0,1.261017e+09,2.800020e-07,4.332466e+02,-4.607842e+02
weak,0.05,3.912,28,5,3.267471e-02,21.7107,0,1.390821e+07,3.088244e-09,1.390821e+07,-1.174645e+07
weak,0.05,3.912,28,10,3.267471e-02,21.7107,0,3.808210e+07,8.455924e-09,3.808210e+07,-1.474144e+07
weak,0.05,3.912,28,20,3.267471e-02,21.7107,0,3.808210e+07,8.455924e-09,1.724786e+00,-1.560386e+00
weak,0.05,3.912,30,5,3.267471e-02,17.2454,0,1.399680e+06,3.107914e-10,1.377005e+06,9.156287e+05
weak,0.05,3.912,30,10,3.267471e-02,17.2454,0,1.399680e+06,3.107914e-10,1.150061e+06,-3.351646e+05
weak,0.05,3.912,30,20,3.267471e-02,17.2454,0,1.399680e+06,3.107914e-10,6.866496e-03,2.127205e-01
weak,0.05,3.912,32,5,3.267471e-02,13.6985,0,1.758730e+05,3.905166e-11,1.733547e+05,1.824018e+05
weak,0.05,3.912,32,10,3.267471e-02,13.6985,0,1.758730e+05,3.905166e-11,3.473129e+04,-5.978082e+03
weak,0.05,3.912,32,20,3.267471e-02,13.6985,0,1.758730e+05,3.905166e-11,2.733601e-05,1.820871e-01
weak,0.05,3.912,34,5,3.267471e-02,10.8811,0,2.718271e+04,6.035774e-12,2.182406e+04,2.455283e+04
weak,0.05,3.912,34,10,3.267471e-02,10.8811,0,2.718271e+04,6.035774e-12,1.048868e+03,-2.266733e+01
weak,0.05,3.912,34,20,3.267471e-02,10.8811,0,2.718271e+04,6.035774e-12,1.088266e-07,1.461790e-01
weak,0.05,3.912,36,5,3.267471e-02,8.6432,0,4.928199e+03,1.094280e-12,2.747486e+03,3.094478e+03
weak,0.05,3.912,36,10,3.267471e-02,8.6432,0,4.928199e+03,1.094280e-12,3.167531e+01,5.481979e+00
weak,0.05,3.912,36,20,3.267471e-02,8.6432,0,4.928199e+03,1.094280e-12,4.332466e-10,1.135756e-01
weak,0.05,3.912,38,5,3.267471e-02,6.8655,0,9.798127e+02,2.175621e-13,3.458880e+02,3.849120e+02
weak,0.05,3.912,38,10,3.267471e-02,6.8655,0,9.798127e+02,2.175621e-13,9.565791e-01,4.818071e-01
weak,0.05,3.912,38,20,3.267471e-02,6.8655,1,9.798127e+02,2.175621e-13,1.724786e-12,8.536582e-02
weak,0.05,3.912,40,5,3.267471e-02,5.4535,0,2.331699e+02,5.177411e-14,4.354472e+01,4.783618e+01
weak,0.05,3.912,40,10,3.267471e-02,5.4535,0,2.331699e+02,5.177411e-14,3.460855e-02,8.316214e-02
weak,0.05,3.912,40,20,3.267471e-02,5.4535,1,2.331699e+02,5.177411e-14,6.866496e-15,6.207231e-02
weak,0.05,3.912,42,5,3.267471e-02,4.3319,0,5.816681e+01,1.291563e-14,5.481956e+00,5.979717e+00
weak,0.05,3.912,42,10,3.267471e-02,4.3319,0,5.816681e+01,1.291563e-14,1.377791e-03,4.468354e-02
weak,0.05,3.912,42,20,3.267471e-02,4.3319,1,5.816681e+01,1.291563e-14,2.733601e-17,4.369020e-02
weak,0.05,3.912,44,5,3.267471e-02,3.4409,0,1.585119e+01,3.519672e-15,6.901373e-01,7.683959e-01
weak,0.05,3.912,44,10,3.267471e-02,3.4409,0,1.585119e+01,3.519672e-15,5.485085e-05,2.984287e-02
weak,0.05,3.912,44,20,3.267471e-02,3.4409,1,1.585119e+01,3.519672e-15,1.088266e-19,2.979888e-02
weak,0.05,3.912,46,5,3.267471e-02,2.7332,0,4.786983e+00,1.062924e-15,8.688314e-02,1.117549e-01
weak,0.05,3.912,46,10,3.267471e-02,2.7332,0,4.786983e+00,1.062924e-15,2.183652e-06,1.972420e-02
weak,0.05,3.912,46,20,3.267471e-02,2.7332,1,4.786983e+00,1.062924e-15,4.332466e-22,1.972232e-02
weak,0.05,3.912,48,5,3.267471e-02,2.1711,0,1.495178e+00,3.319962e-16,1.093794e-02,2.417077e-02
weak,0.05,3.912,48,10,3.267471e-02,2.1711,0,1.495178e+00,3.319962e-16,8.693275e-08,1.268777e-02
weak,0.05,3.912,48,20,3.267471e-02,2.1711,1,1.495178e+00,3.319962e-16,1.724786e-24,1.268769e-02
weak,0.05,3.912,50,5,3.267471e-02,1.7245,0,4.728168e-01,1.049864e-16,1.377005e-03,9.382763e-03
weak,0.05,3.912,50,10,3.267471e-02,1.7245,1,4.728168e-01,1.049864e-16,3.460855e-09,7.948252e-03
weak,0.05,3.912,50,20,3.267471e-02,1.7245,1,4.728168e-01,1.049864e-16,6.866496e-27,7.948248e-03
weak,0.05,4.888,20,5,2.092780e-02,85.1456,0,9.156296e+12,2.033106e-03,9.156296e+12,-2.913148e+16
weak,0.05,4.888,20,10,2.092780e-02,85.1456,0,7.447687e+14,1.653719e-01,7.447687e+14,-2.866406e+16
weak,0.05,4.888,20,20,2.092780e-02,85.1456,0,3.819591e+16,8.481196e+00,3.819591e+16,-3.894837e+16
weak,0.05,4.888,22,5,2.092780e-02,67.6335,0,8.744195e+11,1.941601e-04,8.744195e+11,-1.186067e+14
weak,0.05,4.888,22,10,2.092780e-02,67.6335,0,2.249165e+13,4.994151e-03,2.249165e+13,-1.006976e+14
weak,0.05,4.888,22,20,2.092780e-02,67.6335,0,1.520607e+14,3.376425e-02,1.520607e+14,-1.545957e+14
weak,0.05,4.888,24,5,2.092780e-02,53.7232,0,8.350641e+10,1.854215e-05,8.350641e+10,-4.507373e+11
weak,0.05,4.888,24,10,2.092780e-02,53.7232,0,6.792371e+11,1.508209e-04,6.792371e+11,2.206943e+11
weak,0.05,4.888,24,20,2.092780e-02,53.7232,0,6.893190e+11,1.530596e-04,6.053644e+11,-6.138766e+11
weak,0.05,4.888,26,5,2.092780e-02,42.6739,0,7.974801e+09,1.770761e-06,7.974801e+09,2.220337e+09
weak,0.05,4.888,26,10,2.092780e-02,42.6739,0,2.298087e+10,5.102777e-06,2.298087e+10,2.546178e+10
weak,0.05,4.888,26,20,2.092780e-02,42.6739,0,2.298087e+10,5.102777e-06,2.409999e+09,-2.438487e+09
weak,0.05,4.888,28,5,2.092780e-02,33.8971,0,7.615876e+08,1.691064e-07,7.615876e+08,5.052844e+08
weak,0.05,4.888,28,10,2.092780e-02,33.8971,0,1.135684e+09,2.521725e-07,9.148848e+08,1.060866e+09
weak,0.05,4.888,28,20,2.092780e-02,33.8971,0,1.135684e+09,2.521725e-07,9.594379e+06,-9.689423e+06
weak,0.05,4.888,30,5,2.092780e-02,26.9254,0,7.273105e+07,1.614954e-08,7.273105e+07,6.283037e+07
weak,0.05,4.888,30,10,2.092780e-02,26.9254,0,7.781660e+07,1.727876e-08,3.642222e+07,4.168724e+07
weak,0.05,4.888,30,20,2.092780e-02,26.9254,0,7.781660e+07,1.727876e-08,3.819591e+04,-3.851175e+04
weak,0.05,4.888,32,5,2.092780e-02,21.3876,0,6.945761e+06,1.542269e-09,6.945761e+06,7.712676e+06
weak,0.05,4.888,32,10,2.092780e-02,21.3876,0,7.000583e+06,1.554442e-09,1.449995e+06,1.631283e+06
weak,0.05,4.888,32,20,2.092780e-02,21.3876,0,7.000583e+06,1.554442e-09,1.520607e+02,-1.528575e+02
weak,0.05,4.888,34,5,2.092780e-02,16.9888,0,7.951026e+05,1.765482e-10,7.951026e+05,9.481706e+05
weak,0.05,4.888,34,10,2.092780e-02,16.9888,0,7.951026e+05,1.765482e-10,5.772533e+04,6.391173e+04
weak,0.05,4.888,34,20,2.092780e-02,16.9888,0,7.951026e+05,1.765482e-10,6.053644e-01,-3.953056e-01
weak,0.05,4.888,36,5,2.092780e-02,13.4947,0,1.099159e+05,2.440624e-11,1.000975e+05,1.167950e+05
weak,0.05,4.888,36,10,2.092780e-02,13.4947,0,1.099159e+05,2.440624e-11,2.298087e+03,2.508378e+03
weak,0.05,4.888,36,20,2.092780e-02,13.4947,0,1.099159e+05,2.440624e-11,2.409999e-03,1.734737e-01
weak,0.05,4.888,38,5,2.092780e-02,10.7192,0,1.759668e+04,3.907248e-12,1.260153e+04,1.441520e+04
weak,0.05,4.888,38,10,2.092780e-02,10.7192,0,1.759668e+04,3.907248e-12,9.148848e+01,9.873676e+01
weak,0.05,4.888,38,20,2.092780e-02,10.7192,0,1.759668e+04,3.907248e-12,9.594379e-06,1.403758e-01
weak,0.05,4.888,40,5,2.092780e-02,8.5146,0,3.393155e+03,7.534317e-13,1.586438e+03,1.782676e+03
weak,0.05,4.888,40,10,2.092780e-02,8.5146,0,3.393155e+03,7.534317e-13,3.642222e+00,3.990179e+00
weak,0.05,4.888,40,20,2.092780e-02,8.5146,0,3.393155e+03,7.534317e-13,3.819591e-08,1.084300e-01
weak,0.05,4.888,42,5,2.092780e-02,6.7634,0,7.115302e+02,1.579914e-13,1.997207e+02,2.209238e+02
weak,0.05,4.888,42,10,2.092780e-02,6.7634,0,7.115302e+02,1.579914e-13,1.449995e-01,2.340488e-01
weak,0.05,4.888,42,20,2.092780e-02,6.7634,1,7.115302e+02,1.579914e-13,1.520607e-10,8.100739e-02
weak,0.05,4.888,44,5,2.092780e-02,5.3723,0,1.718124e+02,3.815001e-14,2.514335e+01,2.746732e+01
weak,0.05,4.888,44,10,2.092780e-02,5.3723,0,1.718124e+02,3.815001e-14,5.772533e-03,6.458918e-02
weak,0.05,4.888,44,20,2.092780e-02,5.3723,1,1.718124e+02,3.815001e-14,6.053644e-13,5.854760e-02
weak,0.05,4.888,46,5,2.092780e-02,4.2674,0,4.315732e+01,9.582849e-15,3.165360e+00,3.448335e+00
weak,0.05,4.888,46,10,2.092780e-02,4.2674,0,4.315732e+01,9.582849e-15,2.298087e-04,4.120280e-02
weak,0.05,4.888,46,20,2.092780e-02,4.2674,1,4.315732e+01,9.582849e-15,2.409999e-15,4.096402e-02
weak,0.05,4.888,48,5,2.092780e-02,3.3897,0,1.237311e+01,2.747382e-15,3.984953e-01,4.520276e-01
weak,0.05,4.888,48,10,2.092780e-02,3.3897,0,1.237311e+01,2.747382e-15,9.148848e-06,2.778724e-02
weak,0.05,4.888,48,20,2.092780e-02,3.3897,1,1.237311e+01,2.747382e-15,9.594379e-18,2.777780e-02
weak,0.05,4.888,50,5,2.092780e-02,2.6925,0,3.736620e+00,8.296962e-16,5.016758e-02,7.118077e-02
weak,0.05,4.888,50,10,2.092780e-02,2.6925,0,3.736620e+00,8.296962e-16,3.642222e-07,1.828287e-02
weak,0.05,4.888,50,20,2.092780e-02,2.6925,1,3.736620e+00,8.296962e-16,3.819591e-20,1.828250e-02
weak,0.1,0.5,20,5,5.228863e-01,3.4078,0,5.048462e-01,1.120984e-16,7.445756e-03,3.097812e-01
weak,0.1,0.5,20,10,5.228863e-01,3.4078,0,5.048462e-01,1.120984e-16,7.421270e-08,3.176498e-01
weak,0.1,0.5,20,20,5.228863e-01,3.4078,1,5.048462e-01,1.120984e-16,5.162428e-22,3.176499e-01
weak,0.1,0.5,22,5,5.228863e-01,2.7069,0,1.596464e-01,3.544862e-17,9.373651e-04,3.000842e-01
weak,0.1,0.5,22,10,5.228863e-01,2.7069,0,1.596464e-01,3.544862e-17,2.954461e-09,3.010663e-01
weak,0.1,0.5,22,20,5.228863e-01,2.7069,1,1.596464e-01,3.544862e-17,2.055199e-24,3.010663e-01
weak,0.1,0.5,24,5,5.228863e-01,2.1502,0,5.048462e-02,1.120984e-17,1.180073e-04,2.848684e-01
weak,0.1,0.5,24,10,5.228863e-01,2.1502,0,5.048462e-02,1.120984e-17,1.176192e-10,2.849911e-01
weak,0.1,0.5,24,20,5.228863e-01,2.1502,1,5.048462e-02,1.120984e-17,8.181896e-27,2.849911e-01
weak,0.1,0.5,26,5,5.228863e-01,1.7080,0,1.799868e-02,3.996509e-18,1.485624e-05,2.695156e-01
weak,0.1,0.5,26,10,5.228863e-01,1.7080,1,1.799868e-02,3.996509e-18,4.682505e-12,2.695310e-01
weak,0.1,0.5,26,20,5.228863e-01,1.7080,1,1.799868e-02,3.996509e-18,3.257272e-29,2.695310e-01
weak,0.1,0.5,28,5,5.228863e-01,1.3567,0,6.842907e-03,1.519430e-18,1.870289e-06,2.547475e-01
weak,0.1,0.5,28,10,5.228863e-01,1.3567,1,6.842907e-03,1.519430e-18,1.864139e-13,2.547494e-01
weak,0.1,0.5,28,20,5.228863e-01,1.3567,1,6.842907e-03,1.519430e-18,1.296743e-31,2.547494e-01
weak,0.1,0.5,30,5,5.228863e-01,1.0777,0,2.601601e-03,5.776714e-19,2.354555e-07,2.406761e-01
weak,0.1,0.5,30,10,5.228863e-01,1.0777,1,2.601601e-03,5.776714e-19,7.421270e-15,2.406763e-01
weak,0.1,0.5,30,20,5.228863e-01,1.0777,1,2.601601e-03,5.776714e-19,5.162428e-34,2.406763e-01
weak,0.1,0.5,32,5,5.228863e-01,0.8560,0,9.930688e-04,2.205056e-19,2.964209e-08,2.273172e-01
weak,0.1,0.5,32,10,5.228863e-01,0.8560,1,9.930688e-04,2.205056e-19,2.954461e-16,2.273172e-01
weak,0.1,0.5,32,20,5.228863e-01,0.8560,1,9.930688e-04,2.205056e-19,2.055199e-36,2.273172e-01
weak,0.1,0.5,34,5,5.228863e-01,0.6800,0,3.953478e-04,8.778485e-20,3.731718e-09,2.146613e-01
weak,0.1,0.5,34,10,5.228863e-01,0.6800,1,3.953478e-04,8.778485e-20,1.176192e-17,2.146613e-01
weak,0.1,0.5,34,20,5.228863e-01,0.6800,1,3.953478e-04,8.778485e-20,8.181896e-39,2.146613e-01
weak,0.1,0.5,36,5,5.228863e-01,0.5401,0,1.573908e-04,3.494778e-20,4.697954e-10,2.026873e-01
weak,0.1,0.5,36,10,5.228863e-01,0.5401,1,1.573908e-04,3.494778e-20,4.682505e-19,2.026873e-01
weak,0.1,0.5,36,20,5.228863e-01,0.5401,1,1.573908e-04,3.494778e-20,3.257272e-41,2.026873e-01
weak,0.1,0.5,38,5,5.228863e-01,0.4290,1,6.265841e-05,1.391296e-20,5.914374e-11,1.913681e-01
weak,0.1,0.5,38,10,5.228863e-01,0.4290,1,6.265841e-05,1.391296e-20,1.864139e-20,1.913681e-01
weak,0.1,0.5,38,20,5.228863e-01,0.4290,1,6.265841e-05,1.391296e-20,1.296743e-43,1.913681e-01
weak,0.1,0.5,40,5,5.228863e-01,0.3408,1,2.494476e-05,5.538850e-21,7.445756e-12,1.806735e-01
weak,0.1,0.5,40,10,5.228863e-01,0.3408,1,2.494476e-05,5.538850e-21,7.421270e-22,1.806735e-01
weak,0.1,0.5,40,20,5.228863e-01,0.3408,1,2.494476e-05,5.538850e-21,5.162428e-46,1.806735e-01
weak,0.1,0.5,42,5,5.228863e-01,0.2707,1,1.003534e-05,2.228293e-21,9.373651e-13,1.705725e-01
weak,0.1,0.5,42,10,5.228863e-01,0.2707,1,1.003534e-05,2.228293e-21,2.954461e-23,1.705725e-01
weak,0.1,0.5,42,20,5.228863e-01,0.2707,1,1.003534e-05,2.228293e-21,2.055199e-48,1.705725e-01
weak,0.1,0.5,44,5,5.228863e-01,0.2150,1,5.029585e-06,1.116792e-21,1.180073e-13,1.610338e-01
weak,0.1,0.5,44,10,5.228863e-01,0.2150,1,5.029585e-06,1.116792e-21,1.176192e-24,1.610338e-01
weak,0.1,0.5,44,20,5.228863e-01,0.2150,1,5.029585e-06,1.116792e-21,8.181896e-51,1.610338e-01
weak,0.1,0.5,46,5,5.228863e-01,0.1708,1,2.520764e-06,5.597220e-22,1.485624e-14,1.520273e-01
weak,0.1,0.5,46,10,5.228863e-01,0.1708,1,2.520764e-06,5.597220e-22,4.682505e-26,1.520273e-01
weak,0.1,0.5,46,20,5.228863e-01,0.1708,1,2.520764e-06,5.597220e-22,3.257272e-53,1.520273e-01
weak,0.1,0.5,48,5,5.228863e-01,0.1357,1,1.263375e-06,2.805255e-22,1.870289e-15,1.435239e-01
weak,0.1,0.5,48,10,5.228863e-01,0.1357,1,1.263375e-06,2.805255e-22,1.864139e-27,1.435239e-01
weak,0.1,0.5,48,20,5.228863e-01,0.1357,1,1.263375e-06,2.805255e-22,1.296743e-55,1.435239e-01
weak,0.1,0.5,50,5,5.228863e-01,0.1078,1,6.331872e-07,1.405958e-22,2.354555e-16,1.354958e-01
weak,0.1,0.5,50,10,5.228863e-01,0.1078,1,6.331872e-07,1.405958e-22,7.421270e-29,1.354958e-01
weak,0.1,0.5,50,20,5.228863e-01,0.1078,1,6.331872e-07,1.405958e-22,5.162428e-58,1.354958e-01
weak,0.1,0.628,20,5,3.208683e-01,5.5534,0,1.104436e+01,2.452340e-15,9.679157e-01,-7.464640e-01
weak,0.1,0.628,20,10,3.208683e-01,5.5534,0,1.104436e+01,2.452340e-15,1.101964e-04,2.998676e-01
weak,0.1,0.628,20,20,3.208683e-01,5.5534,1,1.104436e+01,2.452340e-15,1.007884e-16,2.999824e-01
weak,0.1,0.628,22,5,3.208683e-01,4.4112,0,3.125490e+00,6.939982e-16,1.218534e-01,1.479285e-01
weak,0.1,0.628,22,10,3.208683e-01,4.4112,0,3.125490e+00,6.939982e-16,4.386996e-06,2.781464e-01
weak,0.1,0.628,22,20,3.208683e-01,4.4112,1,3.125490e+00,6.939982e-16,4.012459e-19,2.781509e-01
weak,0.1,0.628,24,5,3.208683e-01,3.5040,0,9.439439e-01,2.095976e-16,1.534043e-02,2.406727e-01
weak,0.1,0.628,24,10,3.208683e-01,3.5040,0,9.439439e-01,2.095976e-16,1.746495e-07,2.569015e-01
weak,0.1,0.628,24,20,3.208683e-01,3.5040,1,9.439439e-01,2.095976e-16,1.597389e-21,2.569017e-01
weak,0.1,0.628,26,5,3.208683e-01,2.7833,0,2.985013e-01,6.628059e-17,1.931246e-03,2.345085e-01
weak,0.1,0.628,26,10,3.208683e-01,2.7833,0,2.985013e-01,6.628059e-17,6.952921e-09,2.365337e-01
